question,answer,category,difficulty
"Sarah Roche-Mahdi translated a poem in this genre that has become the subject of a growing body of gender-theoretical readings due to its depiction of a girl raised as a boy named Silence. A satire titled for this genre is the source of the phrase “curry favor” and follows the rise to power of a fallow-colored horse. In a poem titled for this genre, a crowned woman descends from her tower to give a 3,000-line lecture to a companion of Fair Welcome who is obsessed with the image he saw in the  fountain that Narcissus drowned in. A poem in this genre gives its name to the 12-syllable alexandrine line. A poem titled for this genre is set in a walled garden and was the subject of a querelle in which Christine de Pizan attacked its misogyny. For 10 points, what medieval French genre of narrative verse titles Guillaume de Lorris  and Jean de Meun’s dream vision poem about a rose?","roman ",Literature,10
"In a novel titled for this group, the protagonist increasingly identifies with the fictional detective Florian Linden as he spends time with menacing locals like the Wolf and the Lamb and visits a “fortress” of pedal boats inhabited by a burn victim. In a novel titled for this group, the section about the “Mendiluce  Clan” ends with Luz crashing her Alfa Romeo into a gas station. In a novel titled for this group, El Quemado takes up war games during Udo Berger’s vacation at the Hotel Del Mar. An “epilogue for  monsters” ends a novel partly titled for this group, whose section on the sky-writing poet Carlos Ramírez Hoffman became the author’s novel Distant Star. Though he doesn’t join this group, the title author is drafted into its army in “The Part about Archimboldi” from 2666. For 10 points, a Roberto Bolaño novel is structured as an encyclopedia of what party’s “literature in the Americas”?","Nazi Party ",Literature,10
"One of this author’s characters spends decades living in an underground burrow of tunnels of his own creation, which catches fire one night when struck by lightning. In a novel by this author, Jack offers to clean his girlfriend’s apartment as an excuse to steal the manuscripts she’s been preparing for a blackmailer in a pinstripe suit. In a novel-within-a-novel by this author, the protagonist accidentally kills his sick wife by forcing her to undergo chemically-induced convulsion therapy in Switzerland. This novelist created the  Swedish immigrant Håkan Söderström , who searches for his brother in the American West. In a novel by this author, Ida Partenza is hired to ghostwrite the autobiography of the financier Andrew Bevel, who made a fortune shorting the stock market in the 1929 crash. For 10 points, name this Argentinian-American author of In the Distance who won the 2023 Pulitzer Prize for his novel Trust.",Hernan Diaz,Literature,10
"One of these characters steals a peach and seduces a “lithe lady” who had turned the speaker down in the poem “I Asked a Thief.” The narrator shows one of these characters his “eternal lot,” which consists of a room of cannibalistic monkeys whose bones transform into Aristotle’s Analytics, in the fourth “Memorable Fancy.” In that work, one of these characters “sitting at the tomb” with his works as “linen clothes folded up” symbolizes Emanuel Swedenborg. One of these characters wielding a “bright key” tells  Tom that “if he’d be a good boy,” he’ll “never want joy” in “The Chimney Sweeper.” A poet proclaimed that Milton “wrote in fetters” when he wrote of these figures, but “at liberty” when he wrote of their counterparts, because he was a “true poet.” For 10 points, William Blake symbolized religious conformity with what figures, the attendants in the first of two places whose “marriage” titles one of his works?",angels ,Literature,10
"A man with this job uses false teeth to disguise himself as his dead neighbor, then is tied to a chair until he confesses to being a vampire, in the last play of the Scenes from the Past trilogy. An author with this job satirized it in the play Shadows and the novel Foolsburg before adopting “Aesopian language.” While boasting about his life in this job, a man claims to eat soup delivered from Paris and to have written Norma. The inn room of a man with this job was staged with 15 doors, through which hands holding bankrolls appear, in a 1926  production that developed the “biomechanics” of Vsevolod Meyerhold. In that play, a spendthrift who has the lowest of 14 ranks in this job has his insulting letter read aloud by a postmaster, who freezes with the rest of the cast when a gendarme announces that another man with this job has arrived. For 10 points, people with what career fear the title inspector of a Nikolai Gogol play?","civil servants  ",Literature,10
"Marilyn Hacker translated a poet born in this country in books like Here There Once Was a Country. An invasion of this country prompted the suicide of the author of “The Threshing Floors of Hunger,” disrupted the Afro-Asian Writers’ journal Lotus, and is the backdrop of a long prose poem whose speaker frequently yearns for the “aroma of coffee.” An author born in this country wrote a novel in which the original copy of the Rubaiyat is lost in the sinking of the Titanic and Omar Khayyam escapes execution in  Samarkand. In a book by an author born in this country, a man instructs “Love one another, but make not a bond of love: / Let it rather be a moving sea” in response to Almitra the Seeress’s questions as he prepares to board a ship to leave Orphalese. For 10 points, name this birth country of Amin Maalouf and an author who wrote about Almustafa in The Prophet, Kahlil Gibran.","Lebanon  ",Literature,10
"Before talking to a wolf, the speaker of a poem in this collection addresses the night, who presses her loins and breasts upon him, and describes the stars as tied down by ropes. One of this collection’s contributors delivered a letter that told the receiving king to bury him alive, while another was killed by a poisoned robe sent by an emperor. This collection repeatedly alludes to a 40-year war that began after the horse Dahis lost a race. A poem in this collection begins “let us stop and weep,” before describing how the north and south  winds toss sands over a lover’s desolate encampment. An enslaved man who became a knight wrote a poem in this collection set at the house of his beloved cousin ‘Abla. The work of Ṭarafah, ‘Antarah, and Imru’ al-Qais appear in this set of qaṣīdas. For 10 points, name this collection of pre-Islamic Arabian poems named for being placed on golden threads.",Hanging Odes ,Literature,10
"In a novel titled for this poem, a scholar reading it on a bus to Peter Ramus College decides to remain in the Faraway Hills. This poem’s first lines establish its springtime setting by referring to the “flowering season” when “Europa’s false-hearted abductor” grazes on stars. This poem describes birds like the Dutch gyrfalcon and the Inca osprey in its “falconry scene,” which parallels the shepherds’ wedding in its first part. The first entry in John Crowley’s Ægypt tetralogy is titled for this poem, which follows a  shipwrecked youth who washes up in one of its title countryside settings. Sor Juana’s First Dream imitates this poem’s silva form. Critics of this incomplete, two-part poem coined a term meaning “cultivated Lutheranism” to denigrate its ornate style. For 10 points, name this exemplar of culteranismo, a Luis de Góngora poem titled for its depiction of lonely, isolated places.",The Solitudes ,Literature,10
"In a story, a woman is unnerved by her ability to manipulate one of these things belonging to Sgt. Derek Zeiger, causing him to forget seeing the red wire that led to his friend’s death. Beverly uses a controversial therapy to change one of these things in Karen Russell’s “The New Veterans.” A man keeps seeing one of these things, as well as his shoes on fire under a burning tree, while trying to sleep on a mission cot after surviving a tractor accident. A man who goes by the  initials “O.E.” looks at a picture of one of these things and sees a pair of “still, straight, all-demanding” eyes in a “flat, stern, Byzantine” face. A set of these things created by a time-traveling woman appears in the frame story of a collection that includes “The Long Rain.” For 10 points, what images central to Flannery O’Connor’s story “Parker’s Back” also appear on Ray Bradbury’s “Illustrated Man”?","tattoos ",Literature,10
"While tutoring a girl who adores her pekinese Looloo, a character in this novel is horrified by the strength of the rabbit Bismarck. David Lodge’s entry on symbolism in The Art of Fiction is a scene in this novel in which a man forces a terrified mare to stand by a railway crossing. In this novel, friends of the lisping model Pussum mockingly read a letter about the “Flux of Corruption” at a London café, leading the writer’s sister-in-law to grab the letter and walk out with it. This novel is the  sequel to a novel that ends with a vision of the “old, brittle corruption of houses and factories” being swept away by the title image in the sky. On a climactic trip to the Alps in this novel, the sculptor Loerke is attacked in the snow by the industrialist Gerald Crich, the intimate “man friend” of Rupert Birkin. For 10 points, name this novel about Gudrun and Ursula Brangwen, a sequel to The Rainbow by D. H. Lawrence.",Women in Love,Literature,10
"While a student in this city is avoiding a gang of hoodlums called “the Wreckers,” his mother has a dream of him standing on a “wooden rule.” The narrator chastises his boyhood self for weeping over a scene set in this city but not crying for his “own wretched self.” The protagonist sails away from this city after tricking his mother into spending the night praying at a shrine. After arriving in this city, the protagonist experiences a “cauldron of unholy loves” that “sings all around” his ears. The end of “The  Fire Sermon” section of “The Waste Land” quotes that narrator’s declaration, “To  then I came.” While studying in this city, a native of Thagaste is disappointed by the ignorance of the Manichean preacher Faustus. For 10 points, Augustine’s Confessions depicts his hedonistic life in what North African city, and repeatedly references its Queen Dido?",Carthage ,Literature,10
"An actor is rejected by a priest in an explicit story titled for how these animals “also work their asses at night” from the novel The Great Mirror of Male Love. In a chapter titled for these animals, the protagonist retracts his previous criticism of a woman’s love of fiction, exclaiming “It is tales that contain the truly rewarding particulars!” These animals title an anthology of haiku translations by Australian poet Harold Stewart. While “hunting” these animals, Yukiko and Sachiko wear disappointing muslin kimonos in a  summertime excursion from Book III of The Makioka Sisters. These animals title Chapter 25 of The Tale of Genji, in which Genji uses them to help his half-brother Hotaru catch a glimpse of Lady Tamakazura. These animals title an Akiyuki Nosaka story set after the firebombing of Kobe. For 10 points, Isao Takahata adapted that story into an animated film titled for the “grave” of what animals?",fireflies  ,Literature,10
"This figure partly titles a book by Felicitas Corrigan on a playwright’s friendship with the “infidel” curator Sydney Cockerell and the nun Laurentia McLachlan, which was adapted into Hugh Whitemore’s play The Best of Friends. This figure is killed by a draft of air in South Croydon in a G. K. Chesterton parody titled “How I Found” this figure. An author denied preaching a “final ethical” version of this figure, but addressed the “political need” for this figure in “The Revolutionist’s Handbook and Pocket Companion.” A  play partly titled for this figure asserts he was “raked up” by a “confirmed worshiper” of the “Life Force.” In the third act of a play partly titled for this figure, Doña Ana predicts his birth in a discussion with Ann Whitefield, the Devil, and the Statue. For 10 points, “Don Juan in Hell” is part of a play by George Bernard Shaw that is partly titled for what Nietzschean figure?",superman ,Literature,10
"This poet chastised the “blindworm” who “prates / Of the culture of mankind” while his country harries a neighbor “with rifle and with knife” in a poem that laments “things are in the saddle, / And ride mankind.” This poet argued that “it is not metres, but a metre-making argument that makes a poem” in an essay that casts language as “fossil poetry” created by “liberating gods.” The earth asks, “How am I theirs, / If they cannot hold me, / But I hold them?” in a “song” embedded in a poem by this author. In “simple  ignorance,” the speaker of a poem by this author supposes that the “self-same Power that brought me there brought you.” This poet’s anti-war “Ode” is “inscribed” to W. H. Channing. He drew on the Vishnu Purana for “Hamatreya,” and on the Bhagavad Gita for a poem whose speaker claims to be the “doubter and the doubt,” “Brahma.” For 10 points, name this author of the poem “The Rhodora” and the essay “The Poet.”",Ralph Waldo Emerson,Literature,10
"This city divides into warring Romantic and Jubilant gangs in one of the roughly 60 prefaces that make up a novel for the “skip-around reader.” An author used this city to title the “last bad novel,” then spent 25 years writing the “first good novel,” The Museum of Eterna’s Novel. In the 1920s, this city’s aesthete Florida Group feuded with its socially engaged Boedo Group. An “Adam” surnamed for this city descends into Cacodelphia in a long novel that fictionalizes writers like Xul Solar  and Norah Lange. Spain’s  Ultraism movement influenced this city’s poets via its main avant-garde journal, which was named for a 19th-century poetic character who uses a spelling riddle to stump a man who seeks revenge for his murdered brother in a lengthy singing duel. This city was home to the literary magazine Sur. For 10 points, name this capital city home to Victoria Ocampo and the journal Martín Fierro.",Buenos Aires ,Literature,10
"This play’s protagonist divulges his love for a woman by telling her that he will return with her admirer, then exiting and reentering alone. This play’s protagonist tears off pieces of a bill of exchange to explain the ideal layout of items like a trifle and a fricandeau on a table. At the climax of this play, a woman drops her male disguise and leaves her inn room with a dagger to kill herself, but is saved by running into her lover. In a lazzo from this play, its protagonist seals an opened letter with  chewed bread. An adaptation of this play is about the failed musician Francis Henshall, a role premiered by James Corden. This play’s protagonist rushes back and forth and stuffs himself with food while waiting tables during a feast. For 10 points, Richard Bean’s One Man, Two Guvnors adapts what commedia dell’arte-inspired comedy by Carlo Goldoni in which Truffaldino works for multiple employers?",The Servant of Two Masters ,Literature,10
"The exemplar of “irritation” in Sianne Ngai’s Ugly Feelings is this novel’s protagonist, who tells herself that she isn’t a “jungle creature” while feeling “drugged” by the music at a nightclub. While staying at the YWCA in Chicago, the protagonist of this novel struggles to find work due to lacking “references” but is eventually hired to accompany the lecturer Mrs. Hayes-Rore to New York. This novel’s protagonist is panged by homesickness while listening to Dvořák’s New World Symphony and angrily watches a  minstrel show with the painter Axel Olsen, whose proposal she rejects while staying with her aunt in Copenhagen. This novel opens at Naxos, a drab school based on the Tuskegee Institute, and ends with the protagonist’s suffocating marriage to Reverend Pleasant Green in the Deep South. For 10 points, Helga Crane fails to find happiness in Harlem in what novel that launched Nella Larsen’s career?",Quicksand,Literature,10
"Aurelian Townshend’s “dialogue betwixt” one of these people and Time is praised for its “faint, pleasing tinkle” in the last sentence of T. S. Eliot’s “The Metaphysical Poets.” One of these people will “fear not what men say” and “labor Night and Day” in a poem whose three stanzas each end with a resolution “to be” one of these people. William Jaggard used a “passionate” one of these people to title a book of twenty poems he published under Shakespeare’s name. The question “have not  saints lips, and  too?” is spoken by a character who compares his lips to “two blushing” examples of them in a sonnet embedded in Romeo and Juliet’s first meeting. A book titled for this sort of person includes songs about the Hill of Difficulty and the defeat of Apollyon. For 10 points, what sort of person titles a book about Christian by John Bunyan?","pilgrims ",Literature,10
"Description acceptable. This mythical narrative inspired the title and subject matter of a 1992 epic by Alice Notley that uses copious quotation marks to pace Alette’s quest against the “tyrant.” In a recurring formula from this myth, a messenger cries out, “do not let your fragrant boxwood / Be cut into wood for the woodworker.” In Diana Wolkstein and Samuel Noah Kramer’s translation of the poem that preserves this myth, it opens with the protagonist in the “Great Above,” opening an ear to the “Great Below.” In this myth, a  corpse hanging from a hook on the wall is sprinkled with the food and water of life by two sexless creatures created from fingernail dirt, the kurgarra and galatur. In this myth, the main character loses her breastplate, lapis beads, and robe as she passes through Neti’s seven gates. For 10 points, identify this Sumerian myth in which Dumuzi’s goddess wife visits the realm of Ereshkigal.",“The Descent of Inanna”  ,Literature,10
"This poem defines a dramatic ideal of “character isolated by a deed / To engross the present and dominate memory.” Robert Bly’s anthology of “poems for men” takes its title from this poem’s closing image, which Jerome McGann connected to Henry Mayhew and the author’s Cuala Press. The speaker relates how the “fanaticism and hate” that enslaved the soul of his “dear” inspired him to write of a “pity-crazed” woman who “had given her soul away / But masterful Heaven had intervened to save it.” This poem lists the  “burnished chariot” from The Unicorn from the Stars, the Blind Man from On Baile’s Strand, and The Countess Cathleen among the speaker’s “old themes.” This poem ends, “Now that my ladder’s gone / I must lie down where all the ladders start / In the foul rag and bone shop of the heart.” For 10 points, what late W. B. Yeats poem analogizes his old ideas to the title performing creatures?",“The Circus Animals’ Desertion”,Literature,10
"Frank reveals his intent to leave his wife Nancy for a person with this job, then orders four stacks of pancakes for his gluttonous friend Tub, near the end of Tobias Wolff’s story “Hunters in the Snow.” A character with this job examines herself in the mirror after putting on a pair of men’s underwear “about twenty sizes too big for her.” At a party, a man fantasizes about a person with this job while the other guests baste his wife with butter to slip her back into her girdle. In a story first published in  Pricksongs & Descants, a character with this job receives phone calls from teenagers playing pinball at a drugstore. At the end of a story consisting of 108 often-contradictory episodes, a character with this job either drowns in a bathtub or puts Jimmy and Bitsy Tucker to sleep. For 10 points, a 16-year-old girl with what job titles a story by Robert Coover?",babysitters ,Literature,10
"A novel ends with a member of this organization fleeing Dr. Condor and his blind wife at the opera, since they know that his cowardly lies led his fiancée to leap off a terrace years earlier. As he approaches a golden bridge, the title man in this organization realizes that the nine days he spent with Charlotte were a dream in a novella by Alexander Lernet-Holenia. In a novel that features the refrain “We only drink Hennessy!”, a retired member of this organization calls all his servants “Jacques” after the death of a canary-loving valet who always brought him his  boots. A member of this organization gaffes by asking a paralyzed girl to dance in the novel Beware of Pity. The patriarch of three generations that serve in this organization is appalled by a textbook that valorizes him for saving the Emperor from snipers. For 10 points, the Von Trottas serve in what organization in Joseph Roth’s The Radetzky March?","Austrian army  ",Literature,10
"This substance “is letting go of you” and “finds a new boo” in a 2018 book-length breakup poem by Tommy Pico. A poem exclaims, “poetry to no purpose! all this ! all these words,” in a section that laments, “since words were introduced here things have gone poorly for the planet.” A long poem claims that this substance “has to be the poem of our time” because it “is spiritual, believable enough / to get our attention.” The speaker of a poem partly titled for this substance vows to look “like Walt Whitman” with “a homemade  bomb in the pocket.” In a reference to Yeats, a poetic speaker named for this substance repeats, “Let us arise and go now / to the Isle of Manisfree.” A long poem titled for this substance won the 1993 National Book Award for A. R. Ammons. For 10 points, a man who works with what substance titles an “Obbligato” by Lawrence Ferlinghetti?","garbage ",Literature,10
"Macilente claims “I will not do as” this author did in the last line of Every Man out of His Humor, while the first lines of Volpone imitate the “acrostic arguments” attached to this author’s works. In an adaptation of this author, a kitchen maid is compared to a “globe” with France on her forehead, Spain on her breath, and Ireland’s bogs in her buttocks. A character inspired by one of this author’s characters is fended off by “Amazon” maids wielding distaffs, pokers, and brooms after Merrygreeke goads him into  attacking the widow Dame Custance’s house. One of this author’s title characters inspired the title man of Nicholas Udall’s play Ralph Roister Doister. An adaptation of one of this author’s plays is set in Ephesus and complicates the plot by adding two servants named Dromio. For 10 points, what author of Miles Gloriosus inspired The Comedy of Errors with his play Menaechmi?",Plautus ,Literature,10
"This character’s brother growls that she only repeats “sayings” after an argument in which she defends her husband’s praise of the Tugendbund secret society. The narrator adopts this character’s disoriented perspective to describe rapturous applause for the singer Duport, an audience of bejeweled, “semi-nude” women, and a set made of painted cardboard in a chapter set at the opera. While Uncle plays a dusty guitar, this character amazes her wolf-hunting companions by instinctively performing a traditional  shawl dance in a scene that titles a “cultural history” by Orlando Figes . This woman’s future husband associates her with a comet he sights after Princess Marya saves her from eloping with the libertine Anatole Kuragin. For 10 points, name this one-time fiancée of Andrei Bolkonsky, a member of the Rostov family who marries Pierre Bezhukov in Leo Tolstoy’s War and Peace.",Natasha Rostova  ,Literature,10
"In a novel by this author, the “fetish”-worshiping “master of energies” is advised by the devout Muslim Tiekoro, the half-brother of a boy who is captured by tondyons and voluntarily boards a slave ship to protect Ayodele. In a novel by this author, the title character sings of a fallen “moonstone” in a lament for her lost child and lives with a Jewish merchant whose nine children are burnt by a mob. This author won the one-off 2018 “alternative Nobel” and, at age 89, was shortlisted for the 2023 International Booker for The Gospel  According to the New World. In a novel by this author, the title wife of John Indian is visited in her dreams by Mama Yaya and Hester, a convicted adulterer whom she befriends in a Boston jail. This author followed generations of a Malian family in Segu and retold Wuthering Heights in Windward Heights. For 10 points, name this late Guadeloupean author who depicted the Salem Witch Trials in I, Tituba.",Maryse Condé ,Literature,10
"In a poem titled for this place, the speaker obliquely references the then-recent libel trial of Giacinto Achilli by chiding those who “contend and cry no more.” The speaker beholds this place and notes that “there / rested within an awful solitude” in Book VI of The Prelude. After passing “limestone scars with ragged pines,” a guide cries out “Strike leftward!” to direct the speaker to this place, whose “pointed roofs” prompt him to ponder whether it’s “a palace of the Kings of  France.” As he explores this place, the speaker imagines his past “robust teachers” whispering, “What dost thou in this living tomb?” A poet drew on the night he spent in this place with his bride Frances Wightman to label modernity and religion as “two worlds, one dead, the other powerless to be born.” For 10 points, what Carthusian monastery inspired a melancholic set of “Stanzas” written by Matthew Arnold?",Grande Chartreuse ,Literature,10
"One of these figures symbolizes a form of tragedy that deals with a “seething cauldron of the dark world will and psyche.” The town of San Pere is home to a set of characters named after these figures, including a former track star who presents her severed ear to her lover, in The Brother/Sister Plays of Tarell Alvin McCraney. In a 1963 play, a tyrant becomes one of these figures after seemingly killing himself at an ayan tree, prompting his followers to chant, “the king did not hang!” One of these figures inspired the theory of the Fourth Stage.  Ulli Beier’s Mbari Club staged a play by Duro Ladipo about one of these figures, who are “not to blame” in a reworking of Oedipus Rex by Ola Rotimi. One of these beings who led their descent to earth appears in the play A Dance of the Forests. For 10 points, what beings include Wole Soyinka’s “muse” Ogun?","orishas ",Literature,10
"In a story from Ling Ma’s collection Bliss Montage, the narrator reads a story by this author that reframes a passage from Mark Salzman’s Iron & Silk. In that story by this author, an author claims that the “favorite story she’s written” is a story she read about a Chinese student whose “happiest moment” was his wife eating duck in Beijing. This author used Philip Yorke’s letters about his Russian journey to construct the story “Lord Royston’s Tour” and reworked a French author’s letters into stories like “The Cook’s Lesson.” This author incorporated excerpts from  Shinichi Suzuki’s autobiography in a story from her collection Break It Down. A story by this author consists solely of James Boswell’s statement that “Samuel Johnson is indignant that Scotland has so few trees.” For 10 points, name this American author of flash fiction and translator of Swann’s Way and Madame Bovary.",Lydia Davis ,Literature,10
"This sort of place titles a short story in which a laborer and a street-cleaner both get stomach poisoning after eating mushrooms by a tram stop. A short story collection subtitled for “seasons” in this sort of place is structured as five years of Marcovaldo’s life. In a book titled for these places, a man asks, “Why do you speak to me of the stones? It is only the arch that matters,” to which his companion replies, “Without stones there is no arch.” A book named for these places ends with the narrator outlining two ways to escape suffering in “the  inferno of the living.” The “hooded brothers” duplicate one of these places underground by posing corpses. These places are paired with “Memory,” “Desire,” and “Signs” in the chapter titles of a novel in which they have female names like Eusapia and Diomira. For 10 points, Marco Polo tells Kublai Khan about what title places of an Italo Calvino novel?",cities ,Literature,10
"As a man in this novel hides in a flower garden, he becomes madly jealous after the protagonist tells her husband she’s in love with a man she refuses to name, not realizing she means him. In a sexually-coded scene in this novel, the protagonist and her lover flirt gleefully while forging a letter, resulting in a very bad fake that fails to convince the Queen and ends her affair with the protagonist’s uncle. Nancy Mitford’s introduction to her translation of this novel chronicles its author’s time with  court ladies like Henrietta of England. This anonymously-published novel was likely revised by Rochefoucauld , its author’s lover. At this novel’s end, its protagonist chooses not to marry the Duke de Nemours after meeting him at Henry II’s court. For 10 points, name this novel about Mademoiselle de Chartres, which is often called France’s first modern novel and is attributed to Madame de La Fayette.",La Princesse de Clèves ,Literature,10
"It’s not Amharic, but the term for double meanings in this language’s poetry is analogized to “putting feather on our words” in Brandy McDougall’s books. A poet of many “name songs” in this language wrote a poem addressed to a lawn sprinkler while under house arrest. Slam poet Jamaica Osorio titled her most famous piece after this language’s “creation chant,” whose 16 “eras” begin with the “slime which established the earth,” proceed through fish and birds, and end with a royal  genealogy. This language’s word for sugar cane and the Japanese word for song, bushi, name a folk genre collected by Harry Urata. The epic Kumulipo was translated from this language by a 19th-century monarch whose prolific output as a composer and poet in this language includes a song that repeats “Farewell to thee, farewell to thee.” For 10 points, name this language used by Lili‘uokalani.",Hawaiian language  ,Literature,10
