question,answer,category,difficulty
"John Woodbridge published a collection potentially without this author’s knowledge that includes a poem addressed to a “dear Mother, fairest Queen.” This author described how the “strong foundation of proud Babel” supported the Assyrian empire in the first section of the long poem “The Four Monarchies.” This author bids adieu to all vanity in a poem describing how “My pleasant things in  ashes lie.” Love is valued over “whole mines of gold” and “all the riches the East doth hold” in a poem this author opened “if ever two were one, then surely we” and addressed to her “Dear and Loving Husband.” For 10 points, name this colonial poet of The Tenth Muse Lately Sprung Up in America.",Anne Bradstreet  ,Literature,5
"In a play by this author, Jackie Croyton interrupts a game of adverbs-only charades; the central family of that play by this author likes to act out a scene from Love’s Whirlwind. In another play by this author, a woman passes out and is woken up with brandy before requesting that Irving Berlin’s song “Always” be played on a gramophone. In the last act of a play by this author, two couples sneak back to London after being subjected to the antics of the  Bliss family. A line in Percy Shelley’s “To a Skylark” titles a play by this author in which the ghost Elvira disrupts Charles Condomine’s marriage after a seance by Madame Arcati. For 10 points, name this British playwright of Hay Fever and Blithe Spirit.",Noël Coward ,Literature,5
"A poem titled for these things compares “life” to a “broken-winged bird / that cannot fly” and a “barren field” without these things. The lines “Good morning, daddy! Ain’t you heard?” open and close a long poem titled for a “Montage” of one of these things. A collection titled for a “Keeper” of these things included the poems “I, Too” and  “Mother to Son.” It is hypothesized that one of these things “crust and sugar over” “like a syrupy sweet” in a 1951 poem in which it also “fester like a sore.” Potential answers to a question about one of these things include “Does it stink like rotten meat?” and “does it explode?” For 10 points, Langston Hughes’s poem “Harlem” asks what happens to one of what things “deferred?”",dreams ,Literature,5
"A reveille  in this collection concludes by stating how “there’ll be time enough for sleep” when the journey’s over. This collection opens by describing a beacon on Clee Hill and people singing “God Save the Queen.” “The wood’s in trouble” from a gale approaching the title location in one poem in this collection. A poem in this collection notes  “Mithridates, he died old” and “malt does more than Milton can / To justify God’s ways to man.” This collection includes a poem in which the laurel “withers quicker than the rose” for a title character who won his town a race. For 10 points, name this collection that contains “Terence, this is stupid stuff” and “To An Athlete Dying Young” by A. E. Housman.",A Shropshire Lad,Literature,5
"In an Alejandra Pizarnik poem titled for removing one of these objects, the speaker laments “The bad light is near and nothing is real.” This is the last title object of a poem that states “Each is another and no other: / Crossing and vanishing.” A poem titled for one of these objects describes trees as “pillars of magic” that create “corridors of a dissolving autumn.” The speaker claims “I go among your body as among the world” in a poem titled for one of these objects that depicts a  “river that goes curving, / advances and retreats.” That 584-line poem titled for one of these objects begins “willow of crystal, a poplar of water.” The sun names an Aztec example of, for 10 points, what object that titles an Octavio Paz poem?","stone ",Literature,5
"In one essay, this author claims the “audio-animatronics” of Disneyland’s Pirates of the Caribbean create “a fantasy world more real than reality.” This author relates how a “family size” hotel minibar averted a disaster with a computer system in the essay “How to Travel with a Salmon.” In a novel by this author, the password “no” is used to log in a computer which generates text about “telluric currents” and is called  Abulafia. Belbo, Diotallevi, and Casaubon use that computer to create “The Plan,” a Knights Templar conspiracy theory, in a novel by this author. William of Baskerville investigates monastery murders in a novel by this author. For 10 points, name this Italian author of Foucault’s Pendulum and The Name of the Rose.",Umberto Eco ,Literature,5
"In a novel, this character starts referring to himself as “Old King Log” after the effects of an “Olympian Mixture” wear off. This character narrates a novel that a woman prophesies will be read nineteen hundred years later. This character lives by the advice “play the fool” and gains the nicknames of “Poor Uncle” and “The Stammerer.” This sickly character, who is dubbed  “the God” in a sequel, becomes a ruler after being discovered hiding behind a curtain. In the 1970s, the BBC adapted for TV a 1934 novel titled for this character that opens with the assassination of Caligula. For 10 points, name this Roman emperor, the subject of a Robert Graves novel titled, “I, .”","Claudius ",Literature,5
"In a novel by this author, a professor at the Dolphin Hotel leads a character to a house owned by a man possessed by an animal. One of this author’s protagonists works as a human processor named “Calcutec.” One of this author’s characters journeys across the country after receiving a pastoral photograph from his friend “Rat.” In one of this author’s novels, a teenager describes supernatural  “Little People” in her autobiographical novel Air Chrysalis. That novel by this author is set in dual alternate realities that converge in a fictionalized version of 1984. A novel by this author opens with Toru Okada looking for his missing cat. For 10 points, name this author of 1Q84 and The Wind-up Bird Chronicle.",Haruki Murakami ,Literature,5
"In a novel originally written in this language, a failed robbery leads an artist to seal himself into a house with bricks. In a story written in this language, a character convinces himself he must have hallucinated his wife committing adultery. Detectives who speak English and this language investigate a cardboard chess board found next to a dead body in a novel that is set in Alaska by Michael Chabon . This language, used to write the original The Magician of  Lublin, was used for a story in which the Spirit of Evil tempts a baker to urinate in his dough. For 10 points, Isaac Singer’s story “Gimpel the Fool” was written in what language used for stories about Tevye the Milkman, which inspired Fiddler on the Roof?",Yiddish ,Literature,5
"In a story by this author, a character thinks “the whole world is growing smaller every day” before being told “You only need to change your direction” and getting eaten by a cat. This author of “A Little Fable” wrote that “the Sirens have a still more fatal weapon than their song, namely their silence.” In a fable by this author, a dying man is told that a door was only for him after a  gatekeeper refuses him entrance. In a short story by this author, a man sits in a cage with straw for forty days of fasting before he dies. In a novel by this author of “A Hunger Artist,” a man is told the parable “Before the Law” before being taken to a quarry and shot “like a dog.” For 10 points, name this author who featured Josef K. in the novel The Trial.",Franz Kafka,Literature,5
"An artist in this city declares “I don’t want to be a tree, I want to be its meaning.” Armanoush visits the tattoo artist Asya in a 2006 novel titled for a “Bastard of .” A story about an artist in this city staring into the horizon to avoid blindness is told to a bookbinder by Olive. An author collected cigarette butts and salt shakers in this city to replicate a fictional  oddities collection inspired by the girl Füsun. The Museum of Innocence is set in this city, as is a novel narrated partly by the corpse of a murdered miniaturist who is the uncle of a man named Black. For 10 points, Orhan Pamuk’s novel My Name is Red is set in what Turkish city?",Istanbul  ,Literature,5
"The author of this series started writing it around the time he wrote An Evening with Margaret Mead, inspired by the possibility of art as explored in his autobiographical work How I Learned What I Learned. This series’s characters include a harmonica player called both Canewell and Stool Pigeon and a healer who dies at age 366 called Aunt Ester. Gem of the Ocean and  Radio Golf bookend this series, whose ten entries are each set in a different decade of the 20th century. In an entry in this series, a potential football scholarship sparks a disagreement between Cory and Troy Maxson. For 10 points, Fences is in what series of plays by August Wilson, largely set in a Pennsylvania city?",Pittsburgh Cycle ,Literature,5
"This poet contrasted Grishkin, who distills “a feline smell,” with John Webster, who “saw the skull beneath the skin.” This poet wrote that a new work of art modifies “existing monuments” in an essay advocating for authors to learn literary history. A reference to Shakespeare in the line “The Chair she sat in, like a burnished throne” appears in one of this author’s  footnotes. That poem by this author quotes Baudelaire in its description of an “Unreal City under the brown fog of a winter dawn.” This poet repeated the Sanskrit word “shantih” to end the “What the Thunder Said” section of a poem he dedicated to Ezra Pound. For 10 points, name this modernist poet of “The Waste Land.”",T. S. Eliot ,Literature,5
"A play by this author ends with a voice calling “he is the God of Love” as a man dies in an avalanche. Another play by this author ends with the Button Molder stating “We meet at the final crossroads” as the protagonist is cradled by Solveig . Another play by this author ends with a man being called “the one cock in the basket” and declaring “people don’t  do such things!” One play by this author of Brand ends with a man asking “The most wonderful thing of all?” In a play by this author, George Tesman’s wife shoots herself in the head offstage. A play by this author ends with a door slamming as Nora Helmer leaves her husband. For 10 points, what Norwegian playwright of Peer Gynt wrote Hedda Gabler and A Doll’s House?",Henrik Ibsen ,Literature,5
"A passage by this author describes how a writer who “draws the world” finds that he has drawn his own face by the end of his life. A review by this real-life author lauds the choice to purposely give the incorrect solution to a murder mystery by Herbert Quain. This author attacked the heretical viewpoints of Nils Runeberg, including a hypothesis that God was Judas. This author described an attempt to recreate  Don Quixote line-by-line by his friend Pierre Menard. This author described an incomplete novel that took the form of a physical labyrinth representing all possible futures. For 10 points, name this author who used fictional criticism in works like “The Garden of Forking Paths.”",Jorge Luis Borges ,Literature,5
"Almost verbless poems in this language like “Storm in the sky in the evening” inspired this language’s Imaginism movement. A poet compared himself to Anne Frank in a poem in this language about the site of an atrocity where “no monument stands.” A thick-fingered man who “forges decrees” and “rolls executions on his tongue” was described in an “Epigram” in this language by an  Acmeist  poet. The section “Instead of a Preface” opens a poem in this language about the imprisonment of its author’s son, “Requiem.” This language of “Babi Yar” is used in a poem whose title character duels Lensky and rejects Tatiana. For 10 points, name this language used by Anna Akhmatova  and the author of Eugene Onegin , Alexander Pushkin.","Russian  ",Literature,5
"This work describes a man waiting at a vestibule as one who made “the great refusal.” Dorothy Sayers tried to preserve this work’s rhyme scheme in a project a century after it was translated by Henry Wadsworth Longfellow. A couple in this work euphemistically describes love-making with the phrase “we read no more that day,” after reading a book about Lancelot and Guinevere. This work’s narrator declares  “midway upon the journey of our life / I found myself within a forest dark” before seeing a leopard, a lion, and a she-wolf. In this terza rima  poem, the narrator meets Paolo and Francesca and sees a gate marked “Abandon all hope, ye who enter here.” For 10 points, Dante tours Hell, Purgatory, and Paradise in what poem?",The Divine Comedy ,Literature,5
"A girl remembers this character’s advice to “delete the adjectives and…have the facts” as she watches her brother do an Egyptian dance. This character advises a child that “you never really understand a person…until you climb into his skin and walk around in it.” This character describes “real courage” as “when you know you’re licked before you begin but you begin anyway” while discussing the elderly  morphine addict Miss Dubose. This character, who is nicknamed “One-Shot,” explains “the one thing that doesn’t abide by majority rule is a person’s conscience” as he takes up Tom Robinson’s legal defense. For 10 points, name this lawyer and father of Scout and Jem Finch in To Kill a Mockingbird.",Atticus Finch ,Literature,5
"This poem’s first three words title a Stephen Vincent Benét story in which Napoleon reads this poem on his deathbed. This poem’s epitaph describes a youth who gave to Misery “all he had, a tear” and got from Heaven “all he wished, a friend.” In this poem’s setting, a “hoary-headed swain” points out an engraving to “a youth to Fortune and to Fame unknown.” This poem describes how “the  paths of glory lead but to the grave” before wondering if “some mute inglorious Milton” lies in this poem’s setting. This poem describes a place “far from the madding crowd’s ignoble strife” where “The curfew tolls the knell of parting day.” For 10 points, name this Thomas Gray poem set in a rural cemetery.",“Elegy Written in a Country Churchyard”  ,Literature,5
"In a play, this character first appears dumping trash at the feet of a statue called a “God of Death.” In one adaptation, this character mocks the idea of recognizing someone from his footprints or clothes and instead recognizes him from a scar from chasing a deer. In a 1943 play, this character accepts guilt as an example of “bad faith” and is chased off stage by a buzzing sound. While this character is giving  libations to a grave, she recognizes a stranger after finding a lock of hair. This character dances in a white gown on top of a cave in Jean-Paul Sartre’s The Flies. For 10 points, name this character who plots with her brother to kill their mother Clytemnestra in Aeschylus’s Oresteia .",Electra ,Literature,5
"In a novel by this author, a dying man gives a “perhaps gracious, perhaps mocking” smile. A boy created by this author dreams about a sparrow hawk and sees the Mark of Cain on his classmates. Before LSD sessions, Timothy Leary advised reading a book by this man whose protagonist hears the “song of the thousand voices.” The Gnostic deity Abraxas is studied by Emil Sinclair in this author’s novel  Demian. His grandfather’s time in Kerala inspired one of this author’s books in which a monk protects a man from snakes by a river. The title character of that novel by this author abandons asceticism, falls in love with the courtesan Kamala, meets the ferryman Vasudeva, and gains enlightenment. For 10 points, name this German author of Siddhartha.",Hermann Hesse ,Literature,5
"A word translated as “veerition” was coined by a poem in this language whose final line imagines fishing the “tongue of the night” in a “great black hole.” That poem in this language repeatedly mentions an inert town “at the end of daybreak.” A poet in this language wrote the collection Nocturnes and poems “Prayer to Masks” and “Black Woman.”  The author of “Notebook of a Return to My Native Land” used this language to describe Caliban demanding to be called “X” in the play A Tempest. While a head-of-state in 1983, Léopold Senghor was elected as the first African member of this language’s “Academy.” For 10 points, name this language used by Négritude authors from Martinique and Senegal.","French  ",Literature,5
"Another author cited this author’s “conversation” for a 1926 novel’s epigraph that originated as a comment about a mechanic who fixed this author’s Ford. This author repeated the line “when this you see remember me” in a libretto for Virgil Thomson’s Four Saints in Three Acts. This author co-hosted Saturday evening meetings at 27 Rue de Fleurus , one of whose attendees,  Ernest Hemingway, said that this author coined the phrase “lost generation.” This author wrote an oft-quoted repetitive line of her poem “Sacred Emily” while living as an American expatriate in Paris. For 10 points, what author of The Autobiography of Alice B. Toklas wrote “Rose is a rose is a rose is a rose”?",Gertrude Stein ,Literature,5
"This character confesses a fear of air-guns after he narrowly avoids being killed by a two-horse van, a falling brick, and a bludgeon, all in the same day. In his death note, this character admits he immediately knew that the story about a sick Englishwoman at an inn in Meiringen was a hoax. This character returned from a few months’ exile in Tibet after 20,000  readers wrote letters to The Strand complaining about his death. This master of baritsu wins a fistfight atop a Swiss waterfall with a math professor dubbed “the Napoleon of Crime.” At the start of “The Final Problem,” Professor Moriarty tracks this character to his Baker Street residence. For 10 points, name this detective created by Arthur Conan Doyle.",Sherlock Holmes ,Literature,5
"Note to moderators: you are doing a great job! Thanks for staffing! This character compares an “immense desert” to Victor Hugo’s idea of the “Living Infinite.” This character screams “I am the oppressed, and there is the oppressor!” after spotting a ship and mourning his dead family. A flag with this man’s motto “Mobilis in Mobili” is hoisted over the South Pole. This fervent anti-imperialist was born as Prince  Dakkar, the son of a Hindu raja. Five Civil War prisoners discover this character after their balloon crashes on the Mysterious Island. In an 1870 novel, this character rescues Professor Aronnax on the Abraham Lincoln using a vessel that is attacked by a giant squid and sent into a maelstrom. For 10 points, Jules Verne wrote about what captain of the Nautilus in Twenty Thousand Leagues Under the Sea?",Captain Nemo ,Literature,5
"A character in this novel uses golden strings to feel the pulse of a ruler and prescribes a medicine of “black gold” for his anxiety. A character in this novel kidnaps the daughter of a village elder and exposes his identity through his insatiable appetite; that character carries a rake and is tasked with cleaning altars in this novel. A weapon from this novel was originally an iron  pillar owned by the Dragon King that could change size. After eating the peaches of immortality, a character in this novel is tricked by the Buddha’s palm and becomes trapped under a mountain. For 10 points, name this novel that follows the title pilgrimage of the monk Táng Sānzàng and Monkey King Sūn Wùkōng.",Journey to the West ,Literature,5
"When this concept is first introduced, a character notices the “absolute simplicity” of it and lets out a “respectful whistle.” A chapter named after this concept ends with the protagonist being stabbed by a woman holding a bone-handled kitchen knife before being saved by two colonels. This concept is introduced as a law that is illegal to read. An example of this concept results in a profit being made off of  eggs that are bought for seven cents each and sold for five cents each. Doc Daneeka refuses to discharge any pilots for insanity because of this concept, which states that any pilot who asks to be grounded isn’t crazy. For 10 points, name this paradoxical loophole that titles a Joseph Heller novel.",Catch-22 ,Literature,5
"This character laments how her own body “seemed nothing—nothing at all” while admiring the “slow and stately” figure of Lady Bexborough. This character thinks fondly of the clever sayings of a former love interest, such as a quip about preferring “men to cauliflowers.” This character reminisces about the “most exquisite moment” of her life, which is when her friend picked a flower from a stone urn and  kissed her on the lips. Despite choosing Richard over Peter Walsh, this character wishes she could have had the choice to marry her childhood friend Sally Seton. For 10 points, a 1925 stream-of-consciousness novel by Virginia Woolf follows a day in the life of what title woman?",Clarissa Dalloway ,Literature,5
"This substance inspired an essay where the author describes three “Ladies of Sorrow” that accompany the Roman goddess of childbirth. In a book titled for this substance, the author describes re-reading a book by David Ricardo for two years and taking walks down Oxford Street with the teenage prostitute Ann. In The Picture of Dorian Gray, Dorian is first confronted by Sibyl Vane’s brother at a place associated with this substance. This substance influenced the prose of the collection  Suspiria De Profundis. The “Pleasures” and “Pains” of this substance are described in a set of “Confessions” of a user of this substance. For 10 points, Thomas de Quincey wrote of abusing what drug derived from poppies?",opium ,Literature,5
"An author wrote that “if  had not read all those novels...’s fate might have been different” in The Perpetual Orgy. This character’s eyes are variously described as gray, green, and blue, as pointed out by a Julian Barnes novel. An author allegedly declared “c’est moi” towards this character. This woman throws her bouquet into a fire after a  ball. This woman falls ill after being dumped via a letter at the bottom of a barrel of apricots, before becoming indebted to the merchant Lheureux . This resident of Yonville has affairs with Leon and Rodolphe out of boredom with her husband Charles. For 10 points, name this woman who swallows arsenic at the end of a novel by Gustave Flaubert.",Emma Bovary  ,Literature,5
"In this city, a woman who is called “a veritable peace-maker” loses her plumcake on a train and repeats the first verse of a song twice. A boy in this city thinks about the words “gnomon,” “simony,” and “paralysis” before overhearing his aunt discussing the death of Father Flynn. A man watches the “snow falling faintly” in this city after  Kate and Julia’s party. In this setting of “Clay” and “The Sisters,” a boy promises Mangan’s sister a gift from the title bazaar, but finds that it is already closed. In this city, Gretta reminisces about Michael Furey, upsetting Gabriel Conroy. This city is the setting of “Araby” and “The Dead.” For 10 points, name this city, whose inhabitants are the namesake of a collection of stories by James Joyce.",Dublin ,Literature,5
"In a poem titled for this location, the speaker describes how they “failed to love a tree in each person” to describe their disillusionment with modern life. A poem about this place uses the imagery of fingers “emerging from the jungle.” That poem about this place juxtaposes two concepts in each line beginning with “sidereal eagle, misty vine.” The speaker of one poem plunges their hands into the ground at this place and feels  long-forgotten heartbeats. While at this place, the speaker asks unseen people to “speak through my words and my blood” and “rise up in birth with me.” For 10 points, the second section of Pablo Neruda’s Canto General is titled for the “Heights” of what ancient city in Peru?",Machu Picchu ,Literature,5
"One of these creatures is called “prosperous in proper sense” and is urged to “make miniature Valhalla of my heart” in a Gwendolyn Brooks poem titled for “A Light and Diplomatic” one. Another poem contrasts one of these creatures that “floats downstream till the current ends” with one that “stands on the grave of dreams.” In a poem, one of these creatures with “a pain” that “still throbs in the old, old scars” performs an action until “its blood is red on the  cruel bars.” One of these creatures makes “a plea that upward to Heaven he flings” in Paul Laurence Dunbar’s poem “Sympathy.” For 10 points, name these animals, one of which “sings of freedom” in a Maya Angelou poem titled for a “caged” one.",birds ,Literature,5
"One of these works is the most common text used in comparative phonetics and describes a contest won when a man takes off his coat. A “Romance” of the author of these works details his work as an envoy of King Croesus . The Perry Index catalogs these works, whose Latin translations by Phaedrus  inspired the best-known collection by Jean de la  Fontaine . These works include “The North Wind and the Sun,” as well as a work in which the protagonist derides unreachable fruit as “sour grapes.” In one of these works, a young shepherd repeatedly makes fake warnings to villagers. For 10 points, “The Boy Who Cried Wolf” is one of what moral animal tales attributed to an enslaved Greek author?","Aesop’s fables ",Literature,5
"A character in this novel watches a woman in a deck chair and looks at a poster of Snoopy typing. A man in this novel notes “every thinking activity implies mirrors” and surrounds himself with kaleidoscopes while planning his own kidnapping. In this novel, a code phrase about the horse Zeno of Elea is used for a suitcase swap at a smoky train station. Characters in this novel hear Lotaria tell  “Without Fear of Wind or Vertigo” and Professor Uzzi-Tuzii tell the Cimmerian story “Leaning from the Steep Slope.” After buying a book with the same page printed twice, this novel’s protagonist returns to a bookstore and meets Ludmilla. For 10 points, “you, the reader” look for pieces of the title book in what Italo Calvino novel?",If on a Winter’s Night a Traveler ,Literature,5
"Description acceptable. It’s not an anxiety attack, but these fictional events become increasingly erratic after an involuntary one on a bench in Regent’s Park. A “horror of the spirit” during these events arises from a white salt whose initial supply was discovered to have an impurity. These events are evidenced by a “swart growth of hair” on a man’s hands. Hastie  Lanyon dies from shock after witnessing one of these events, another of which resulted in Sir Danvers Carew being killed with a cane. Upon realizing that the result of these events will soon become permanent, a character commits suicide by poison before Gabriel Utterson breaks into his lab. For 10 points, name these personality-altering events in a Robert Louis Stevenson novella.",instances of Dr. Henry Jekyll becoming Mr. Edward Hyde ,Literature,5
"A character with this profession looks through a candle box at a character he later holds like a “drowning man is said to cling to a straw.” People with this profession sing the lullaby “Man-o’War Jack” to a character called a “little cuss” by one of them named Kentuck. People with this profession earn good fortune from the infant son of Cherokee Sal, who dies in a flood. While traveling to a  camp of people with this profession, an unnamed narrator accidentally ignites a box of matches and tries killing his dog companion for warmth. A community for this profession appears in Bret Harte’s “The Luck of Roaring Camp.” For 10 points, name this profession of the protagonist of Jack London’s “To Build a Fire,” who freezes while traveling in the Yukon during the Klondike Gold Rush.",gold prospector ,Literature,5
"A work by this author opens with a dead couple rising from the ground in the title location to ask people to “take their case.” In a play by this author, Aumsa is disgusted when two characters wear costumes to a ball that they had earlier removed from locals. The title dictator of a play by this author requests a ceremonial dish but is unexpectedly presented with a head. In a different play by this author, the  praise-singer criticizes a character’s eagerness to get praise from women in the marketplace. Later in that play by this author of Kongi’s Harvest, the wrapped body of Olunde prompts Elesin to commit suicide. For 10 points, name this author who commented on the modernization of Nigeria in plays like Death and the King’s Horseman.",Wole Soyinka  ,Literature,5
"This author’s daughter wrote a 2013 novel titled for the Kenyan man Adé and earlier coined the term “third wave” feminism. The title character of a novel by this author helps cut down a magnolia tree during a protest and later leaves poems on her walls for Truman Lind. In a novel by this author, a character is arrested for punching the mayor after saying “hell no” in response to the mayor’s wife asking if she would be their maid. In an essay, this author described leaving a new  gravestone reading “Genius of the South” for Zora Neale Hurston. In a novel by this author of Meridian, a series of letters to God details a woman’s affair with the blues singer Shug Avery. For 10 points, name this author who wrote The Color Purple.",Alice Walker  ,Literature,5
"Description acceptable. A character demonstrates his resolution to obtain this object by burning “all the trophies of his former loves” at an altar. A poem about this object may have been inspired by a similarly named Alessandro Tassoni poem titled for a bucket. At the end of a work, this object goes missing and is declared to be “mounted to the lunar sphere” as a constellation. Paradise Lost is quoted to describe the fate of a guardian sylph who is sliced in half during the  theft of this object. This object is stolen on the third try with the help of a set of “glittering” scissors. For 10 points, the Baron steals what item from Belinda in an Alexander Pope mock-epic titled for its “Rape?”",the lock ,Literature,5
