question,answer,category,difficulty
"Specific term required. Working on a book about William Holman Hunt inspired the English student James H. Coombs to author an early analysis of systems described by this word. Brian Reid's Scribe language began a split between the procedural and descriptive types of this concept. This is the second word in the acronym of the format of a HTTPRequest object that is paired with asynchronous JavaScript to communicate with web servers. That format, in which data must adhere to a DTD to be considered valid and well-formed, has a name that prefaces this word with  ""extensible."" A lightweight example of languages described by this word was created by Aaron Swartz and John Gruber. That language, whose name is an ostensible antonym of this word, is commonly used for README files. Tim Berners-Lee created one of these languages for displaying hypertext on the web. For 10 points, what type of language for styling text documents is the ""M"" in HTML?",markup  ,Science,9
"Organisms with this role may perform ""fecundity compensation"" by having more offspring if future reproduction becomes uncertain. Repeated predation of a relatively high trophic organism with this role is required for ""upward incorporation"" to occur. In a common life history strategy, organisms with this role are castrated and become part of the castrator's extended phenotype. Multiple organisms with this role are connected, usually through  trophic transmission, in a “complex lifecycle.” Organisms with this role are classified as ""intermediate"" or ""definitive"" depending on whether they permit asexual or sexual reproduction. Organisms with this role are targeted  by ""behavior-alteration"" in a strategy exemplified by Toxoplasma gondii. Female Anopheles mosquitoes and humans act as this role for Plasmodium. For 10 points, give this term for organisms infected by parasites","hosts ",Science,9
"These objects contain ""sphere-type"" and ""channel-type"" nanostructures responsible for their optical properties. Detecting UV from these objects that have an UV reflectance as high as 10% is one of the major functions of a class of cones that contains T-type droplet oil. These objects contain melanosomes in ""hollow platelet"" and ""hollow rod"" shapes. After studying how the color of these objects varies with climate, Constantin Gloger proposed his namesake rule. Both insect scales and these objects contain gyroid-shaped  photonic crystals. Robert Hooke is generally credited with discovering structural coloration after submerging one of these iridescent objects in water to wash away pigment, and finding their color remained. James Gregory discovered diffraction gratings by passing sunlight through the barbs and barbules of these objects. For 10 points, name these colorful objects that compose plumage.",bird feathers ,Science,9
"Quantifying the effect of this phenomenon involves calculating displacement per atom using the  Norgett-Robinson-Torrens model. This phenomenon causes malfunction when the collected charge it induces exceeds the critical charge. This phenomenon can cause metals to swell as a consequence of the Wigner  effect. Usage of borophosphosilicate glass in electronics increases susceptibility to this  phenomenon. Replacing bulk silicon with silicon-on-insulator is a common method of  ""hardening"" against this phenomenon. This external phenomenon is the most common source of a type of soft error called a single-event upset. Electronics used in outer space must be shielded from this phenomenon, which can cause random bit flips. Total ionizing dose is a measure of the intensity of, for 10 points, what phenomenon detected using a Geiger counter?","ionizing radiation ",Science,9
"These quantities are updated at each step by adding a term proportional to a norm penalty rho in an“alternating direction” method developed by Stephen Boyd et al. A function g of these quantities is maximized at a point d* , which equals p*  only when a “gap” is zero. Both x and one of these quantities are held fixed when differentiating in the statement of the envelope theorem. The kth of these quantities times a function gk  is zero for all k under complementary slackness, which is one of the  KKT conditions. The validity of a method based on these quantities follows because the contours of two functions must be tangent, so their normal vectors must be parallel. The gradient of the objective is set equal to one of these quantities times another gradient in a method of constrained optimization. For 10 points, lambda denotes what “multipliers” named for a French mathematician?","Lagrange multipliers  ",Science,9
"Specific term required. Fundamental measure theory is a form of DFT applied to mixtures of these things. A system of these theoretical objects simulated by the Lubachevsky-Stillinger algorithm undergoes jamming as these objects are compacted. In the first usage of molecular dynamics, Alder and Wainwright simulated these theoretical objects in a box. The excluded volume of these objects is eight times their volume, and their second virial coefficient is equal to four. Formally, these approximations are defined as having a pairwise interaction potential of  infinity when distance is less than some sigma, and zero potential when distance is at least sigma. In kinetic molecular theory, particles have no volume and are approximated to be these things with a two-word name. A common approximation in statistical mechanics is to model particles as, for 10 points, what idealized particles that cannot overlap in space?",hard spheres ,Science,9
"A “slow” system controls these quantities of a “fast” system in a model proposed by Jürgen  Schmidhuber in 1991. These quantities are uniformly sampled from the range negative to positive inverse square root of input number in a technique unusually named for its developer's first name, Xavier  initialization. These quantities are updated during runtime in the ""attention"" mechanism that is central to  transformer models. These quantities are the coefficients in a sum that is fed into a function like softmax or ReLU . The biases or, more commonly, these quantities are updated by performing gradient descent on the loss function through backpropagation. For 10 points, name these quantities in a neural network that represent the connection strength between neurons.",neural network connection weights ,Science,9
"Wang and Lin developed a method of synthesizing metal complexes containing these compounds, where these compounds are first reacted with silver before undergoing transmetalation. Pyridines and these compounds are ligands in the PEPPSI  catalysts used for cross-coupling reactions. Bertrand et al. discovered the mesoionic type of these compounds, which unlike other types of these compounds do not dimerize in an equilibrium named for  Wanzlick. Two adamantyl groups were attached to an imidazolium in the synthesis of one of these compounds by Arduengo et al. These compounds were used in place of a phosphine ligand in second and third generation Grubbs catalysts. The best-known subgroup of the persistent type of these compounds contains nitrogen heterocycles. For 10 points, what compounds contain a neutral carbon with six valence electrons?",carbenes ,Science,9
"Due to gravity, this medical treatment is more likely to cause injury in non-dependent regions than dependent regions. Infection of patients undergoing this treatment may be prevented through subglottic secretion drainage. The high frequency oscillatory form of this treatment is performed at a frequency exceeding 3 hertz. A type of injury caused by this treatment can be prevented by maintaining a high value of PEEP , and is caused by repeated cyclic  atelectasis . Pseudomonas aeruginosa causes a type of nosocomial pneumonia named for its association with this procedure. A common method of this procedure involves maintaining a positive pressure gradient between the central airways and the alveoli. Severe COVID-19 infection often necessitates, for 10 points, what procedure in which a machine is used to exchange gas for patients unable to breathe?",ventilation ,Science,9
"Description acceptable. It’s not localization, but Skinner, Ruhman, and Nahum found that for a chain of randomly measured spin-½ particles with this property, entanglement entropy grows logarithmically. Perturbing a system with this property causes geometric rather than exponential decay to equilibrium, known as a namesake “slowing down.” The hypothesis that neuronal networks have this property is supported by neuronal avalanches having a “scale-free-like”  power-law distributional scaling. Dynamical systems with an attractor that has this property have the “self-organized” form of it. Systems in the same universality class have equal values of a set of exponents named for this property. Thermodynamic quantities are “reduced” by dividing by their value for a system with this property denoted by a subscript c. For 10 points, name this property of systems at a phase boundary.",criticality ,Science,9
"An angle symbolized beta describing this property has a value of about 0.30 according to Planck data, a non-zero value of which would be a signature of parity-violating physics. This property is represented by the two quantities that take on non-zero values in the transverse-traceless gauge. In 2002, the DASI  telescope was used to observe a component of this property that originates from Thomson scattering. Scalar  fluctuations and gravitational waves are respectively sources of the irrotational and solenoidal components of this property, which are named in analogy to the electric and magnetic fields. Intergalactic magnetic fields rotate the plane of this property in an example of the Faraday effect. For 10 points, name this property of the cosmic microwave background, the direction in which electromagnetic waves oscillate.",polarization  ,Science,9
"The release of this ion from the N-lobe of a protein that binds to it is mediated by a pair of hydrogen bonded lysines called the ""dilysine trigger."" After pH is lowered to about 5.4, this  insoluble ion dissociates from a complex and is converted into a soluble counterpart by STEAP3. It has nothing to do with cyanide poisoning, but methylene blue reacts with this ion to treat a condition that often manifests as blue skin. Since this ion is present in   aerobic environments, bacteria secrete enterobactin and other siderophores that scavenge this ion by binding to it with high affinity. Two species of this ion bind to transferrin with an association constant of 10 to the negative 22nd. The adjective ""ferric"" refers to, for 10 points, what metal cation, a more oxidized form of the ion found at the center of hemoglobin?","iron   ; or Fe ; accept answers referring to Fe or iron with a +3 charge or oxidation state; accept ferric iron before ""ferric""; prompt on iron or iron ion or Fe with ""in what oxidation state?""; reject “ferrous iron”]",Science,9
"This quantity corresponds to the first integral c0  in the double-averaged restricted three-body problem. Approximate solutions to the secular Kozai Hamiltonian are most commonly found by perturbatively expanding it as a function of a ratio of two forms of this quantity. In the Kepler problem, this quantity equals negative standard gravitational parameter over two times specific orbital energy. Averaging orbital distance over the  eccentric anomaly yields this quantity. One over this quantity is subtracted from two over distance on the right hand side of the vis-viva equation. This quantity equals the average of apoapsis and periapsis. The cube of this quantity is proportional to the square of orbital period, according to Kepler’s Third Law. For 10 points, name this quantity equal to half an elliptical orbit’s longest diameter.",semimajor axis of orbit ,Science,9
"A derivative of this molecule is the one most commonly phosgenated to form its diisocyanate  , which then reacts with polyols  to form polyurethane. A derivative of this organic molecule formed as a byproduct of saccharin synthesis is often used as a strong acid in the acetalization of aldehydes. This molecule reacts with chromyl chloride via an ene  reaction, then undergoes a -sigmatropic rearrangement to form an aldehyde in the classical formulation of the  Étard reaction. This molecule appears second in the initialism of a mixture used to produce petrochemicals like polystyrene. Sulfonyl chloride para-substitutes this molecule to form a molecule that reacts with alkyl alcohols to form sulfonate esters also called tosylates. This molecule is nitrated three times to form TNT. For 10 points, name this monomethylated derivative of benzene.",toluene  ,Science,9
"The image of a linear operator has this property if and only if the operator’s adjoint is injective. The subspace spanned by finite linear combinations of a Schauder basis has this property. For a countable collection of sets that all have this property nowhere, their union is called “meager,” or first category. If open subsets of a complete space have this property, then so does their countable intersection, by the  Baire category theorem. A space has this property in any of its compactifications. A countable collection of polynomials has this property in C  by the Stone-Weierstrass theorem, so the latter space is separable. Two continuous functions that agree on a set with this property must be the same, since adjoining limit points to one of these sets gives the whole space. For 10 points, give this property of a subset whose closure is the entire space.",dense  ,Science,9
"In a “Bionic” device created by Dan Nocera, this reaction is driven by a self-assembling cobalt-phosphate cluster and a nickel-molybdenum-zinc catalyst. The center of an enzyme that catalyzes this reaction is coordinated by the aspartate and glutamate residues of D-sub-1 and CP-sub-43. Titanium dioxide  nanoparticles were found to catalyze this reaction on their surfaces by Honda and Fujishima. This reaction’s reactant and molecules like sulfuric acid are added to the middle cylinder and a current is run through the system to produce this reaction’s products in a three-cylinder apparatus named for  Hoffman. This reaction is driven by the movement of electrons from S0 to S4 in a complex named for the evolution of one of this reaction’s products. For 10 points, name this reaction in which a namesake molecule is broken down into hydrogen and oxygen gas.","water splitting ",Science,9
"In V. vulnificus, this process cannot be performed on oxyR  mutants without catalase activity, suggesting that clearance of reactive oxygen species is required for this process to be possible. In response to environmental stress, cells may enter a state called V·B·N·C in which they are resistant to this process. The label Candidatus is given to phyla of organisms for which this process has not been performed, but have been characterized through metagenomics. An anomaly called the G·P·C·A is explained by the fact that this process cannot be performed on 99% of  bacteria. This process is difficult to perform on bacteria that are described as ""fastidious."" A mixture of peptides and vitamins called lysogeny broth is used as a chemically defined medium for this process. For 10 points, name this process of growing bacteria in a lab under controlled conditions, usually in a Petri dish.",bacterial culture ,Science,9
"The dihedral effect is quantified by an instance of a derivative named for either control or this property, which is the change in rolling moment per change in sideslip angle. A ""Dutch roll"" may occur when the directional form of this property is weaker than its lateral form. The displacement between the center of gravity and the neutral point is called this property's margin. Military aircraft generally require computer fly-by-wire control systems since they  forego this property for maneuverability. The elevator is part of a set of components named for this property that establish trim. For commercial aircraft, a vertical tailfin and a pair of horizontal tailplanes maintain this property by damping displacements to pitch and yaw. For 10 points, name this property of aircraft that return to equilibrium after a perturbation.",flight stability ,Science,9
"A platinum mesh electrode is used to introduce atoms of this element into a sample material in a method called ""cathode charging."" Above 400 degrees Celsius, atoms of this element react with steel in a mechanism termed ""high-temperature attack."" By lowering the dislocation activation energy, atoms of this element enhance ""localized plasticity."" Atoms of this element diffuse into the microstructure of an alloy in a mechanism called  ""embrittlement."" At room temperature and pressure, palladium adsorbs nearly 1000 times its volume in this element. Either carbon monoxide or this element reacts with iron ores to produce elemental iron in ""direct reduction."" A metallic phase of this element is believed to exist in the extremely high pressures of Jupiter and Saturn's cores. For 10 points, name this lightest element on the periodic table.",hydrogen ,Science,9
"Mesleh et al. showed that the spatial form of this process outperforms the standard approach for this process in MIMO  setups like V-BLAST. A Mach-Zehnder interferometer with p-n junctions as arms can be used for this process in integrated photonics. This process can be undone by a circuit consisting of a diode in series with a parallel RC. The accuracy of this process can be confirmed using a constellation diagram, which displays four equidistant dots for  quadrature phase-shift keying. Circuits used to undo this task include the envelope detector and the superheterodyne receiver. The simplest form of this process consists of multiplying a carrier signal by a lower-frequency message signal. For 10 points, name this process of superimposing two signals, whose “amplitude” and “frequency” types are used in radio transmission.",modulation ,Science,9
"During the not-actually-adiabatic “adiabatic phase” of these objects, the expression for their temperature contains a factor written E51  and is proportional to time to the negative 6/5ths. A transition during the evolution of these structures occurs when the sweep-up mass exceeds the ejecta mass. Diffusive shock acceleration within these objects are the probable primary source of “below-the-knee” cosmic rays. These objects are morphologically classified as shell-type, mixed morphology-type, or  plerions, the last of which consists of one of these objects excited by the winds of a central pulsar. One of these objects is the brightest extrasolar radio source in the night sky; that object is Cas A. A pulsar is located at the center of one of these objects that forms the Crab Nebula. For 10 points, name these clouds of heated interstellar gas left behind by massive stellar explosions.",supernova remnants ,Science,9
"Electrochemical aptamer-based devices are of interest in an approach in which this quantity is adjusted in a ""feedback-based"" manner. Studies that estimate a range for this quantity may rely on the ""continual reassessment approach."" In a ""3+3 design,"" this quantity is first ""escalated"" then ""expanded"" to determine a quantity called the R2PD. An adaptive stress response is often responsible for a biphasic response to this quantity, a phenomenon called  hormesis. Curves describing the relation between tissue response and this quantity typically follow the Hill equation. Phase 1 studies typically aim to establish the ""maximum tolerated"" value of this quantity. The toxicity of a xenobiotic can be expressed as the value of this quantity at which it is lethal to 50% of patients. For 10 points, name this quantity that describes how much of a drug is administered to a patient.",drug dose ,Science,9
"Sub-electron volt resolutions and surface termination maps may be acquired by the application of an energy filter in a technique based on this phenomenon which is named in analogy to LEED and LEEM. The readouts for a technique based on this phenomenon may be expressed as the product of the dipole selection rules and the spectral function. A family of techniques that utilize this phenomenon include hemispherical analyzers in their setups that allow for the mapping of  Fermi surfaces. A technique based on this phenomenon developed by Kai Siegbahn irradiates a material with a beam of X-rays to obtain population spectra. Energies of electrons emitted via this phenomenon must be subtracted from a material’s work function to measure electronic states. For 10 points, name this effect in which electrons are ejected from a material when hit with incident light.",photoelectric effect  ,Science,9
"A bijection involving one-parameter families of strongly continuous functions with this property is given by Stone’s theorem. The existence of a projective representation of the Poincaré group with this property is one of the Wightman axioms. This is the shorter-named of two properties that an operator can have to be compatible with a symmetry transformation on a Hilbert space by Wigner’s theorem. This property is held by operators of the form  e to the negative “i times t over h-bar times a Hamiltonian”, such as a state’s time-evolution operator. Quantum gates can be represented by matrices with this property, which is the complex-valued equivalent of orthogonality. Matrices with this property preserve inner products and satisfy the equation “M*M  equals the identity.” For 10 points, name this property of matrices in the group U .",unitary  ,Science,9
"Degasification is classified as pre-drainage or post-drainage, depending on whether it is done before or after this process. This process is the primary application of a failure criterion relating major and minor principal stresses called the Hoek-Brown criterion. A form of breast stoping called the room and pillar method is commonly used in this process. Oxidation of sulfides by Acidithiobacillus bacteria can cause an  ""acid drainage"" named for locations for this process. Desired materials obtained through this process typically must then undergo froth flotation to remove gangue. Mountaintop removal is an approach to this process in which explosives are used to remove overburden, thus exposing underlying seams. For 10 points, name this process in which economically valuable ore is extracted from underground.",mining ,Science,9
"Coupled biochemical reactions that act as sources of this quantity are modeled as Gerischer elements. The transepithelial form of this quantity is a common measure of tight junction barrier integrity. Gigaseals are omega-shaped regions of cell membranes for which this quantity is on the scale of 10^9 in SI units. The change in this quantity is proportional to cell volume in the mechanism of a Coulter counter. A sucrose gap creates a region where this quantity is high in an alternative to  patch clamping. The reciprocal of this quantity, written lowercase g, sometimes names the Hodgkin-Huxley model. Myelin increases this electrical quantity across the axolemma while decreasing capacitance, thus allowing for saltatory conduction. For 10 points, name this quantity equal to resistivity times thickness over cross-sectional area, or voltage over current.","electrical resistance ",Science,9
"Description acceptable. In one class of these devices, the conversion of AC signals to DC signals causes vibrational rectification error. They're not seismographs, but a type of these devices invented by Lucien LaCoste contain over-coiled springs that behave as if they have ""zero-length."" Measurement systems consisting of coupled examples of these devices measure a quantity expressed as a 3 by 3 tensor whose components are measured in  eotvos . Microelectromechanical designs for these devices typically consist of a damped cantilever with a test mass. These devices are the sensors in a car airbag system. The combination of a gyroscope, a magnetometer, and one of these devices compose inertial navigation systems. For 10 points, name these devices used in smartphones to detect shaking and tilting, which measure a quantity with units of meters per second squared.",accelerometers ,Science,9
"This quantity corresponds to hue rather than saturation or brightness in a visualization method called domain coloring. A result named for this quantity is invoked to compute a function nt , which is both continuous and integer-valued and thus constant, in a standard proof of Rouche’s theorem. A formula named for this quantity sets the contour integral of “f prime over f” proportional to the number of zeros minus the number of poles of f within a region. This quantity is restricted to an interval when defining the  complex logarithm to avoid non-uniqueness. As a curve is traced, a jump in this quantity by its usual upper bound yields an increase of one in the winding number. This quantity is denoted phi in the expression “z equals r times e to the i phi.” For 10 points, name this quantity that, along with the magnitude, parametrizes a complex number.",argument ,Science,9
"Two clades designated BCG2 and GS2 are believed to be the sister clades of this taxon. Revised nomenclature for this taxon where each member has only one name was introduced in 2011, since many species of this taxon confusingly have two distinct names. Fossils with right-angle branching thought to be an early terrestrial member of this taxon, Ourasphaira giraldae, were discovered in the Arctic in 2019. The universal barcode for DNA barcoding of this taxon is internal transcribed  spacer DNA. Historically, organisms in this kingdom without a known sexual teleomorph stage were classified into an informal subtaxon called  imperfecti. Both animals and this kingdom are opisthokonts, meaning this kingdom is the kingdom most closely related to Animalia. Ascomycota and basidiomycota are phyla in, for 10 points, what kingdom of organisms characterized by chitinous cell walls and spore formation?",Fungi ,Science,9
"When using a given basis set, both energy and this quantity are multiplied by a dimensionless scaling factor usually close to 1 to account for a term called ZPVE. For a transition state, this quantity takes on an imaginary value since it corresponds to a negative eigenvalue of the mass-weighted Hessian of a  Born-Oppenheimer surface. Olfactory receptors identify molecules by their value for this quantity, according to the controversial  ""swipe card model."" Heavy isotopologues have lowered values of this quantity, lowering the rate constant in the kinetic isotope effect. For a covalent bond modeled as a Hookean spring, this quantity is  one over two pi times the square root of force constant over reduced mass. For 10 points, name this quantity that describes the rate at which an atom in a molecule oscillates, measured in hertz.","vibrational frequency ",Science,9
"By measuring the R630/580 ratio, low-quality DFD and RSE forms of this substance can be detected since its transmittance depends on pH. This anisotropic substance must be cored specifically perpendicularly before analysis in a Warner-Bratzer machine. The water-holding capacity of this substance is minimized at its ultimate pH, which is typically around 5.5. In a condition colloquially named for this substance, alpha-gal reacts with IgE due to Lone Star tick bites. Isopeptide bonds are formed in this substance in a common application of  transglutaminase, which is named for acting as a ""glue"" for this substance. This substance is treated with carbon monoxide to maintain its color by reacting with myoglobin. A specific type of this substance is the vector by which variant Creutzfeldt-Jakob disease is transmitted to humans. For 10 points, name this animal-derived substance imitated by leghemoglobin or soy.",meat ,Science,9
"Moieties containing this heteroatom “direct” the regioselectivity of elimination in a variant of the Nazarov cyclization. The anti-Markovnikov addition of this heteroatom across a double bond is described by the Chalk-Harrod mechanism and became more common with the invention of the platinum-containing Speier’s catalyst. Enol ethers containing this heteroatom are added to Lewis acid-activated carbonyls in the  Mukaiyama aldol reaction. A pentavalent intermediate with this element at its center is formed just before the transmetalation step of Hiyama coupling. Increased reactivity at carbons two atoms away from this heteroatom is observed in the beta- effect. A molecule containing this element bound to four methyl groups is assigned a chemical shift of 0 ppm  in NMR. For 10 points, name this element located below carbon on the periodic table.",silicon ,Science,9
"A type of object in which this structure has a spiral shape efficiently couples the modes of a diode laser, allowing it to be used as a pump source. One system that uses multiple examples of this structure has very low microbending loss and can be tuned to compensate for dispersion. To prevent damage to it and increase its stability, this structure is coated by a buffer and a jacket. Two layers of this type of structure allow for propagation of multiple  wavelengths in the “double”-this structure geometry. This component is generated by drilling patterned holes in silica in a photonic crystal-based design for the larger device it is part of. This structure has a lower refractive index than the innermost layer, allowing for signals to be propagated via total internal reflection. For 10 points, name this layer of an optical fiber that surrounds the core.",cladding ,Science,9
"Description acceptable. In the “cloud-in-cloud” problem, these regions correspond to the outer clouds. In an Einstein-de Sitter universe, a ratio named for these objects is exactly equal to 18 times pi squared at virialization. These regions are perturbations with a “top-hat” shaped profile in the spherical collapse model, which models their growth. The aforementioned ratio named for these objects is symbolized delta and is often rounded to 200 in calculations of virial radius. These regions in the primordial plasma generate  baryon acoustic oscillations in the CMB spectrum. These regions are produced by the amplifications of quantum fluctuations by inflation, and therefore serve as the “seeds” of structure formation. For 10 points, name these regions where a quantity equal to mass over volume is greater than that of the universe as a whole.","overdensities ",Science,9
"Robert Randall coined the term pseudo-cyclostationary to describe the effect of local defects on the acceleration signals of these systems. Defects in these systems may cause the appearance of four vibration frequencies in their spectra abbreviated BPFO, BPFI, BSF and FTF. Non-noise failure of these systems may be caused by heavy loads causing indentations called brinell marks in their  raceways. The adjective ""main"" describes typically paired, hydrodynamically lubricated examples of these structures that hold the crankshaft of a piston in place. These mechanical systems function both by supporting a load and by constraining the relative motion between two elements of a machine. For 10 points, name these friction-reducing elements whose ""ball"" variety consist of metal spheres that roll between a pair of metal rings.","bearings  ",Science,9
"Howe and Smallwood explained anisotropic distributions of this quantity through a ""directed"" form of a certain process. Either probability or this quantity is the typical y-axis of a fat-tailed kernel whose fat-tail is explained by LDD events. Negative dependence on this quantity is predicted by the Janzen-Connell model, in which specialists are responsive to either distance or this quantity. In type 2 and 3 functional responses, as this quantity approaches infinity, the intake rate approaches an asymptote. In r/K selection theory, increased  r is favored when this quantity is low, while increased K is favored when this quantity is high. Limiting factors for which growth rate is said to be dependent on this quantity include intraspecific competition and infectious diseases. For 10 points, name this quantity equal to population size over area.",population density ,Science,9
"Labile examples of these substances are isolated with the assistance of a vacuum pump in a technique called SAFE. The FD factor describes the last dilution at which one of these substances is detectable, and is determined through the procedure AEDA . These substances are analyzed in a two stage procedure whose first stage is gas chromatography and whose second stage is a panel of human assessors. Fixatives called resinoids are added to mixtures of these substances to equalize their  volatilities, thus increasing the tenacity of the mixture. These substances are often isolated by performing steam distillation on a sample of crushed plant matter. More volatile examples of these substances are used as top notes, while less volatile ones are used as middle or base notes. For 10 points, name these substances detectable by the human olfactory system.","fragrances ",Science,9
"A type of object denoted by this adjective is lower bounded in size by the exponential of “n to the one over depth minus one,” by Håstad’s “switching lemma.” Those directed acyclic graphs described by this adjective are used to define the complexity classes AC and P/poly . A result about a problem described by this adjective would cause the polynomial hierarchy to collapse to its second level, by the Karp-Lipton theorem. Expressions denoted by this adjective can be written in  disjunctive or conjunctive normal form. k is often set to three in a problem whose name begins with this adjective, which is the subject of the Cook-Levin theorem. That problem asks whether a formula denoted by this adjective is satisfiable. For 10 points, give this proper adjective that names a type of algebra that uses AND and OR operators to manipulate truth values.",Boolean ,Science,9
"In early experiments of one technique, elastic stretching of these things resulted in a pressure gradient, necessitating the creation of pressure-transmitting media. In variations of one technique, higher resolution imaging may be achieved by fitting one of these things with a microSQUID. The movement of electrons between a sample and one of these things is modeled by a rectangular potential of height on the order of the work function of the surface of these things. One of these things is fixed to the free end of a  cantilever in an atomic force microscope. In one technique, a piezoelectric tube attached to an extremely sharp, conducting example of these things applies a bias voltage, allowing for electrons to tunnel through the vacuum separating the sample and this thing. For 10 points, in scanning tunneling microscopy, what part of the apparatus is suspended directly above a sample?",tips ,Science,9
