question,answer,category,difficulty
"A “pyridine-enhanced” NHC catalyst system for these reactions contains an alpha-donating 3-chloropyridine group, as well as a bulky IPr ligand. For these reactions, the Organ group created stable PEPPSI catalysts. Many catalysts for these reactions contain the ferrocene ligand dppf. Nonaflates  and triflates are useful electrophiles for these reactions. It is difficult to perform most of these reactions with alkyl compounds in water due to  beta-hydride elimination side reactions. One of these reactions used to synthesize substituted biphenyls uses a catalyst with a transition metal and four triphenylphosphine groups. These reactions go through a catalytic cycle of oxidative addition, transmetalation, and reductive elimination steps. For 10 points, name this class of reactions that uses a palladium catalyst to form carbon–carbon bonds, such as one named for Suzuki.",cross-coupling reactions ,Science,10
"This technique is the most common use of 3-hydroxypicolinic acid to detect nucleotides. It’s not UV-Vis spec, but digital asymmetric wave isolation for this technique was developed by the Shimadzu company, which sells “mini” instruments for it. A breakthrough in this technique was the use of a solution of 30-nanometer cobalt particles in glycerol. The analyte in this technique can be described by the “gas-phase protonation” or “Lucky Survivor” models. It’s not SPPS, but this technique uses trifluoroacetic acid as a counterion source to a structure made of DHB, alpha-CHCA, or  sinapinic acid. Hillenkamp and Karas developed this “soft” fragmentation technique, which is often combined with a time-of-flight analyzer. For 10 points, name this mass spectrometry technique in which large samples are ionized within a crystal structure that absorbs a beam of coherent light.","MALDI  ",Science,10
"This equation can be obtained using a quasiparticle ansatz from the more general Kadanoff–Baym equation. Codes such as CAMB use this equation to study polarization in the CMB, and a common “relaxation time” approximation to one term in this equation named for Bhatnagar, Gross, and Krook is used in “lattice” simulations of this equation. That term in this equation can be treated analytically by closure of the  BBGKY hierarchy. This equation is coupled to the Maxwell equations in a self-consistent treatment of plasmas named for Vlasov. Terms of the form “one plus-or-minus f” can be included in the collision integral of this equation to account for quantum statistics. Approximating this equation by only including one-particle distribution functions is known as the “molecular chaos assumption.” For 10 points, what eponymous kinetic equation models out-of-equilibrium transport phenomena?",Boltzmann equation ,Science,10
"In an expository article clarifying this theorem to non-specialists, Paul Halmos asks “What does  say?” An especially canonical form of this theorem yields an equivalence to a multiplication operator on a space given by a direct integral. The unitary case of this theorem may be quickly generalized by applying the Cayley transform and invoking a “multiplication theorem.” In functional analysis, this result is usually proven in a sequence of generalizations starting from compact operators and moving towards the unbounded  Hermitian case. When stated for self-adjoint operators, this result decomposes an operator as an integral with respect to a projection-valued measure. By this theorem, an operator T induces a resolution of the identity on a set denoted “sigma of T.” For 10 points, identify this theorem in linear algebra named for the set of a matrix’s eigenvalues.",spectral theorem ,Science,10
"In Arabidopsis, recognition of this protein’s N-terminal domain triggers the binding of BAK1 to a sensor kinase. CsrA represses the translation of this protein, whose cytoplasmic levels are regulated by the W regulator and S chaperone members of its protein family. This protein is fused with thioredoxin in a faster alternative to conventional phage display. Sensing and recognition of this protein were originally postulated to be the exclusive purpose of Nlrc4 in the inflammasome. In mammals, this protein is directly recognized by  TLR5, which has led to its use as a potent adjuvant in vaccines. Bacteria like Salmonella or Legionella deliver this protein to the cytosol by type-III and type-IV secretion systems, respectively. For 10 points, name this large globular protein that is the major constituent of the whip-like appendage characteristic of most motile bacteria.",flagellin ,Science,10
"Two answers required. Treatment of one condition impacting these two bones results in a characteristic “cock-robin” posture after surgery. The Fuchs view is a radiographic technique for identifying Jefferson fractures in one of these two bones. Injury likelihood to the transverse ligament found between these two bones is diagnosed with the Rule of Spence. The Powers ratio is constructed from a point on each of these two bones to the basion in the  foramen magnum. Common causes of injury to these two bones include transverse stress from the occipital condyles and avulsion fractures to the dens. The more superior of these two bones lacks a body, since it has fused with the inferior one to enable a greater range of motion. Subluxation of one or both of these bones may result in an “instability” common in victims of diving accidents or car crashes. For 10 points, name this pair of uppermost vertebrae.",atlas AND axis ,Science,10
"Description acceptable. This process was modeled by Gray and Hancock’s resistive force theory, which requires an anisotropic drag coefficient. A 1951 theory of this process by G. I. Taylor showed that a traveling waveform is optimal and argued that agents could hydrodynamically synchronize during this process. A parameter beta expresses the ratio of dipole and quadrupole contributions to the “force-free” type of this process in an earlier theory of Lighthill, whose  “squirmers” may be characterized as pushers or pullers. The time reversibility of the Stokes equations were used by Purcell in the paper “Life at Low Reynolds Number” to show that this process requires non-reciprocal motion, per the scallop theorem. The optimal shape for one appendage used in this process is a corkscrewing rigid helix. For 10 points, E. coli have a “run-and-tumble” strategy in what process achieved using flagella?",swimming ,Science,10
"These files are compressed by the Cowic library, which operates on each of their columns independently, unlike “parser-based” methods. A data structure partially named for these files utilizes Bloom filters to query a hierarchy of SSTables and is used instead of B-trees in many write-optimized database systems. They’re not keys, but the process of limiting the size of these files is termed their namesake “rotation.” A popular data analytics stack consists of Elasticsearch, a tool named for these files, and Kibana.  Journalctl  and Event Viewer are tools used to view the contents of these files on Linux and Windows. In December 2021, Alibaba Cloud announced a zero-day vulnerability allowing arbitrary code execution in Java’s “4j” utility for these files. Entries in these files are typically tagged with namesake levels, such as INFO, DEBUG, and WARN. For 10 points, name these append-only files used to monitor, debug, and audit computer systems.","logfiles ",Science,10
"Tersoff and Brenner developed the REBO model of these theoretical constructs. In the Tinker software package, these constructs are analyzed using the GDA and SCAN programs. A simple one of these constructs has three parameters, including the coupling constant a equal to  “the square root of the force constant divided by the well depth divided by 2.” To locate certain points on these constructs, Peng and Schlegel combined quasi-Newton and synchronous transit methods. A Hessian matrix is created for  stationary points on these constructs using geometry optimization. They’re not bands, but at conical intersections on these constructs, the Born–Oppenheimer approximation breaks down. A type of these constructs that uses an anharmonic oscillator to model diatomic systems is named for Morse. Saddle points on these graphs correspond to transition states. For 10 points, name these graphs that model a namesake variable in terms of atom positions.","potential energy surfaces ",Science,10
"Instruments for this task undergo a two-peg test to check for collimation error. The Leica Nova TS60 instrument for this task automatically tracks moving prisms. A change point in this task is a location at which both foresight and backsight readings are taken. So-called “dumpy” instruments for this task can be modified with a tilting screw to allow for an additional direction of movement. People performing this task read off of “E-pattern” staffs with red and black markings. The total stations used for this task combine an EDM and a  theodolite. This task measures the reduced level of various points, where the reduced level is a vertical offset relative to a reference datum, such as the mean sea level. For 10 points, name this task that makes angular and distance measurements to precisely determine the position of points on the Earth’s surface.",surveying ,Science,10
"This compound or a cyclic relative is boiled when converting aromatic chlorides to fluorides in the Halex process. This is the simplest compound that can be activated by acetic anhydride in the Pummerer rearrangement. A “d6” derivative of this amphiphilic compound is often mixed with similar analogs of dichloromethane and chloroform to reduce its viscosity. This compound can be added to master mixes at 3 percent to inhibit secondary structures and decrease the  annealing temperature of GC-rich templates in PCR. The deuterated form of this compound shows a residual quintet peak at 2.50 ppm in proton NMR. This compound has a much higher boiling point than acetone, while only being different at its central atom. This polar aprotic solvent is rapidly absorbed by skin and leaves a taste of garlic. For 10 points, name this organic solvent that consists of two methyl groups and an oxygen double bonded to a central sulfur atom.","DMSO  ",Science,10
"Description acceptable. Seed particles undergo one instance of this process, and then undergo another “shot” of it in the “espresso” mechanism. An energy spectrum that obeys a negative 2.7 power law up to features called the “knee” and “ankle” is reproduced by a mechanism for this process known as DSA. The maximum obtainable energy during this process is determined using a geometry criterion developed by Anthony Hillas. In the paradigmatic mechanism for this process, particles repeatedly cross a shock front and scatter off of turbulence on either side of the shock. Charged particles undergo this process as they are repeatedly  reflected by oscillating magnetic mirrors, as demonstrated by Enrico Fermi. This process must occur in the local Universe to exceed the GZK cutoff. For 10 points, name this process that propels cosmic nuclei to ultrarelativistic velocities.",cosmic ray acceleration ,Science,10
"Plcz1-null  mice are characteristically susceptible to this process. Jaffe et al. showed that insufficient sodium ions in water could induce this process in L. variegatus and S. purpuratus. To avoid this process, rendezvin  proteins self-assemble, and the membrane protein Juno is rapidly shed to prevent binding with Izumo1. To inhibit this process, the bindin receptor is cleaved and peroxidase-mediated tyrosine crosslinks are formed to strengthen the external  vitelline envelope. In mammals, ZP glycoproteins are removed by an N-acetyl-glucosaminidase to prevent this process, which is also the purpose of a roughly one-minute positive shift in membrane potential. When this process evades those “fast-block” and cortical granule-based “slow-block” mechanisms, a triploid nucleus is formed. For 10 points, name this undesirable biological process in which multiple male gametes fuse with the same egg.",polyspermy ,Science,10
"Humans lack an enzyme that oxidizes an L-configured example of this moiety, which then spontaneously converts into an enediol  form. One of these moieties is bound to cyclopentane in a compound secreted by Nepeta plants that leads to the attractive qualities of catnip. Most aldosterone antagonists are in a class of steroids named for this moiety, which is found at the 17-alpha carbon in a spiro position. Vibrio fischeri uses N-acyl  homoserine examples of these compounds as autoinducers in quorum sensing. Large examples of this functional group are found in a class of antibiotics that bind to the 50S subunit of the bacterial ribosome, such as erythromycin. Vitamin C contains a 5-membered example of this functional group similar to furan. These single-ring compounds are formed in intermolecular Fischer reactions. For 10 points, name these cyclic esters.",lactones  ,Science,10
"This physicist names a theory that predicts an effective rate equation for a two-particle annihilating random walk. That theory named for this physicist calculates the flux at a particle’s surface to give a stochastic balance equation for diffusion-limited cluster aggregation. One equation named for this physicist, which is a specific case of the Kolmogorov-forward equation, features a position-dependent force and constant  diffusion coefficient and is the simplest drift–diffusion equation. A 1912 paper by this physicist introduced the concept of rectifying fluctuations to generate work, which Feynman later popularized as a “ratchet-and-pawl” system. The fluctuation–dissipation theorem for a memoryless system yields the equation “D equals mu times T,” which is named for Einstein and this physicist. For 10 points, name this pioneering Polish statistical physicist.",Marian Smoluchowski,Science,10
"One of these values is computed using a correction that involves a ceiling function after constructing a set of non-conformity scores in a method called conformal prediction. When estimating one of these values, the central limit theorem gives an asymptotic variance of the form: x times one-minus-x, all over a density squared. These values are estimated by minimizing a tilted absolute-value penalty called “pinball loss” in a form of regression named for them. These values for a t-distribution are written as a  t with two subscripts, the first being its degrees of freedom. When the CDF is strictly increasing, its inverse gives these values. These values for a sample are plotted against these values for a Gaussian in a diagnostic test for normality with a hyphenated two-letter name. For 10 points, the median is the “0.5” example of what values below which a stated proportion of the distribution lies?",quantiles  ,Science,10
"DNA aptamers targeting this protein were used in the original version of FluMag-SELEX. This protein is tagged with a fluorophore and added to each MHC monomer in an MHC tetramer assay. Labeled DNA fragments are passed through beads containing this protein in the enrichment step of BLESS sequencing for double-strand DNA damage. It’s not histidine, but a synthetic eight-amino-acid peptide targeting a variant of this protein is used in a version of  affinity chromatography in which it is tagged to recombinant proteins. Tryptophan residues line this protein’s binding pocket, which contains two shells of hydrogen bonding sites with its main ligand. This compound is frequently conjugated to horseradish peroxidase for use in western blots and ELISAs . For 10 points, name this protein used throughout molecular biology for its extremely high affinity for biotin.",avidin ,Science,10
"To solve indeterminate equations, Gauss introduced special bracket notation for approximating these expressions. When the private key in RSA is small, it can be exposed using these expressions in Wiener’s attack. The limit of these expressions’ geometric means almost always converges to Khinchin’s constant. A bijection between quadratic surds and the periodic class of these expressions is given by Minkowski’s question-mark function. Loch’s theorem produces asymptotics for these expressions’ convergents, which are subject to Legendre’s theorem in  Diophantine approximation. It’s not a decimal expansion, but while there are two of these expressions for every rational number, every irrational number can be written uniquely as an infinite one of these expressions. For 10 points, name these sequences that express a real number in terms of an infinite iteration of sums and reciprocals.",continued fractions ,Science,10
"To correct data gathered from this process, the ASTM recommends using the Dickinson extrapolation method over the Regnault–Pfaundler method. This process is used to remove organic material in a “wet” method that uses perchloric and nitric acids, or a “dry” method performed in a “muffle” instrument. This process is done within a controlled jacket in model 6200 and 6400 isoperibol instruments. To calibrate this process, the Parr Instrument Company sells one-gram pellets of  benzoic acid. This process leads to rapid changes in sample mass in evolved gas analysis methods such as TGA. The composition of a sample is determined by undergoing this process, followed by gas chromatography, in CHNS/O analysis. This process is done to completion in a crucible in ashing. For 10 points, name this exothermic process whose internal energy change is measured in bomb calorimetry.",combustion ,Science,10
"One instance of this operation is set equal to “negative one times the interaction Hamiltonian” to transform a system into a dressed ground state in the Schrieffer–Wolff transformation. Hadamard’s lemma, which expresses “e-to-the-B times A times e-to-the-negative-B” in terms of a series of this operation, is a special case of the Baker–Campbell–Hausdorff formula. The time evolution of operators in the  Heisenberg picture is given by an instance of this operation containing the Hamiltonian. The expectation of “one over 2 i times an instance of this operation” all squared appears in the generalized uncertainty principle. Two variables are canonically conjugate if applying this operation to them yields “i times h-bar.” For 10 points, name this operation that takes “A and B” and returns “A times B minus B times A.”",commutation ,Science,10
"The apical side of this tissue contains Kolmer cells, a class of unique tissue-resident macrophages. “Strap junctions” join adjacent cells early in this tissue’s development, which follows the 4-stage Netsky model and is heavily dependent on glycogen accumulation. It isn’t in the thyroid or the liver, but epithelial cells in this tissue produce the thyroxine transport protein, transthyretin. A class of secretory cells in this tissue pass their output through the  foramen of Monro. Aquaporins lining epithelial cells in this tissue provide convective  input into the glymphatic system. This tissue is lined with a class of ciliated, simple columnar cells that secrete roughly 500 milliliters of fluid daily into the lateral ventricles, which are called ependymal cells. For 10 points, name this specialized network of capillaries and secretory cells that make new cerebrospinal fluid.",choroid plexus ,Science,10
"Bouchaud et al. proposed a hyperbolic differential equation to describe the stress distribution in one of these materials, whose characteristic curves can be interpreted as “force chains.” An early model of these materials that displays a pressure less than “rho g h” at the base of a cylinder is named after Janssen. Manna names a model of these materials whose sites “topple” when they hold two particles, an example of the  “Abelian” models of these materials that display self-organized criticality. These materials’ velocity becomes non-zero in a density-dependent jamming transition. Reynolds described these materials’ change in volume under a shear stress, known as dilitancy. These materials may have a bistable angle of repose due to stabilization by internal Coulomb friction. For 10 points, in the Brazil nut effect, convection affects what materials composed of many large particles?",granular materials ,Science,10
