question,answer,category,difficulty
"Germano Casale complained that this painting lacked “decorum” after its artist used poor fishermen as models for the apostles. Lodovico Dolce wrote that “oafish painters” and “foolish masses” complained about this painting out of envy, since they were used to the “cold, dead things” of preceding artists. Part of a sarcophagus can be seen at the bottom of this painting, although it is mostly covered by the robe of a figure sitting on top of it. This painting, which stands near its artist’s  Pesaro Madonna in the Frari Basilica, depicts a man in red turned away from the viewer, reaching toward a figure above. In this painting, the title figure spreads out her arms and takes a twisted, spiral pose as she stands on clouds, surrounded by cherubim. For 10 points, name this painting by  Titian that depicts the Virgin Mary’s entrance into heaven.", The Assumption of the Virgin,Fine Arts,10
"This man’s grand-nephew commissioned Marcello Sprazzo to sculpt a monumental statue of Jupiter in honor of him. This man stands on two fish in an unfinished statue of him in front of Carrara Cathedral by Baccio Bandinelli. In a portrait by Sebastiano del Piombo, this man wears black and stands in front of a gray background as he gestures to a grisaille Roman frieze below him. This man commissioned Perino del Vaga to paint The Fall of the Giants for the Palace of the Prince, which was built for him. This man’s name is written on a  mast, above what was originally painted as an oar, in a portrait that depicts him with a flowing gray beard. In that portrait, this man stands almost completely nude, barely covering his genitals with a ship’s sail, and holds a trident. For 10 points, name this person depicted as Neptune in a portrait by Bronzino, a  Genoese admiral.",Andrea Doria,Fine Arts,10
"Christopher Scheurl wrote that one artist’s paintings of these animals were so realistic that birds tried to land on them. One of these animals drinks from a shallow puddle between a heron and a stork in a painting held at the Courtauld Gallery; in that painting, a large one of these animals lies on the ground in front of Adam. In another painting, a woman who is probably Sibylle, the wife of John Frederick the Magnanimous, steadies a  crossbow to shoot at one of these animals. These animals are featured in the foreground but not the midground of that painting, which is set near Hartenfels Castle. The artist’s winged snake emblem can be seen on a tree in the foreground of a painting in which a large party waits in a boat as these animals are chased into a river. For 10 points, name these animals which are  hunted by Frederick the Wise in a painting by Lucas Cranach the Elder.",stags ,Fine Arts,10
"In a work by this artist, Mary leafs through a book and holds the baby Jesus on a pillow, while a parrot perches on Jesus’ hand. Some women hold burning oil lamps face up, while others hold unlit lamps facing down, in this artist’s series of Wise and Foolish Virgins. This artist adopted a theme earlier painted by Stefan Lochner, but depicted the Virgin wearing red rather than blue, in a painting that places the Madonna and Child in a  rose garden. Men with pointy hoods on horseback lead a large crowd following Christ, who falls onto a shallow incline beneath his T-shaped cross, in this artist’s large engraving Christ Carrying the Cross. This artist, who trained in goldsmithing with his father in Colmar, inspired a painting by Michelangelo with an engraving in which the title saint levitates in the air, attacked by fish-like  demons. For 10 points, name this Alsatian engraver of The Torment of St. Anthony.",Martin Schongauer,Fine Arts,10
"One of these people walks beneath a tree in the background of Gerard David’s Virgin and Child with Four Angels. An onlooker in a red turban hides in a bush by the face of one of these people, who kneels as a donor, in a painting that presents him with St. Elizabeth and St. Barbara. That painting by Jan van Eyck, like a similar painting called the Exeter Madonna, was commissioned by one of these people named Jan Vos. Like a figure by the same artist once identified as St.  Eligius, a painting of one of these people had an  interpolated halo removed when it was restored in 1994 by the Met. That painting depicts one of these people with a forked beard before a red background, and it includes a trompe l’oeil insect that may represent sin or mortality. For 10 points, Petrus Christus painted a fly at the bottom of his portrait of what kind of  monk?",Carthusian ,Fine Arts,10
"A book leans on a tiny icon of the crucifixion at the bottom center of a painting by this artist in which the title saint kneels before the Virgin Mary, who floats toward him with a train of angels. Like Fra Lippo Lippi and Perugino, this artist depicted the Vision of St. Bernard. A portrait by this artist contains a Latin inscription stating that its subject is a “prophet… sent by God.” In a painting by this artist, God the Father sits on clouds in heaven holding open a book with the letters “alpha” and “omega,” while Mary Magdalene and  Catherine of Siena kneel before him on the earth below. In a portrait, this artist depicted his subject in profile wearing a black hooded habit on a black background. The subject of that portrait inspired this artist, who is not Botticelli, to burn his naked paintings and join the Dominican order. For 15 points, name this follower of Savonarola who painted his portrait.",Fra Bartolomeo ,Fine Arts,10
"A copy by Albrecht Kauw preserves Niklaus Manuel’s now-lost painting of this scene on the wall of the Dominican abbey in Bern. An infant lies in a cradle behind the letter Y in a series of initials depicting this scene made with the help of Hans Lützelburger. A long scroll is unfurled along the bottom of a very wide painting of this scene in St. Nicholas Church in Tallinn. That painting, along with a painting destroyed in the bombing of Lübeck, is one of two paintings of this scene by  Bernt Notke. A mendicant friar is pulled by his cowl in one entry of a series depicting this scene that includes an hourglass in nearly every entry. A pedlar, a knight, and a cardinal appear in that series of tiny woodcuts depicting this scene made in Basel by Hans Holbein the Younger. For 10 points, name this scene which depicts members of diverse social stations holding hands with  skeletons.",Dance of Death ,Fine Arts,10
"In an engraving, an artist with this first name depicted a man dragging a fish out of a river on the right side of a landscape with scenes from the Book of Tobit. That artist with this first name engraved a series of‘Landscapes with Biblical and Mythological Scenes’ based on paintings by his brother Matthys. That etcher and publisher with this first name popularized the Master of the Small Landscapes and had the last name  Cock. This first name is signed in the corner of an engraving by an artist who does not have this name that depicts an enormous fish with many smaller fish pouring out of its belly and mouth. An artist with this first name wrote “my name is Lubbert Das” on the outside of a painting in which a woman balances a book on her head and a doctor with a  funnel hat cuts open a man’s skull. For 10 points, give this first name of the painter of Extracting the Stone of Madness, Bosch.",Hieronymus,Fine Arts,10
"One painting of this scene included a parrot in a cage in a top piece that was later removed; that painting of this scene includes a self-portrait of the artist in laurels and is by Martin van Heemskerck. In another painting of this scene, tiny figures of Adam and Eve are carved into the arm of a wooden throne. A figure appears in a cloud surrounded by putti, while a horned statue of Moses sits in the background, in a painting of this scene by Jan  Gossaert. The Madonna of Chancellor Rolin inspired a painting of this scene whose background depicts two people looking out over a battlement onto a river. An ox is hidden in shadow behind one title figure, while the other sits beneath a canopy in a tiled room, in that painting of this scene by Rogier van der Weyden. This scene inspired the name of many painters’  guilds. For 10 points, name this scene in which one of the four evangelists paints the first icon.",Saint Luke painting the Virgin ,Fine Arts,10
"In a painting by this artist, a ring of putti hold hands around the Virgin as she ascends through a circular space in a classical-style roof. In another painting by this artist, a shirtless man leans off a ladder, reaching for Christ’s loincloth, as two Roman soldiers carry his body down from the cross. This artist’s Assumption of the Virgin and Descent from the Cross are in the church of Santa Trinità dei Monte, atop the Spanish Steps. This artist painted an unfinished portrait and sculpted a bronze bust of his friend and teacher,  Michelangelo. This artist repainted two figures of St. Blaise and St. Catherine after complaints that they looked like they were having sex in a project he was hired for by Pope Pius IV, shortly after the Council of Trent. For 10 points, name this artist who was nicknamed “Il  Braghettone” for covering up nudity in Michelangelo’s Last Judgement.",Daniele da Volterra ,Fine Arts,10
"This man stands above a sea on the back of a man with a sword in a panel from the back of Sassetta’s Borgo San Sepolcro Altarpiece. Christ holds his cross in the crook of his arm as this man kneels to receive blood from his side wound in a painting by Carlo Crivelli. This man stands tall, surrounded by six miniature scenes from his life, in a Byzantine style altarpiece by Bonaventura Berlinghieri. A  skull and a book lie on a wooden desk behind a fence assembled from sticks and vines in a painting of this man in which he stands on stony ground by a cave in a country landscape with his hands spread out by his side. In a painting by Giotto, beams of light emit from an angel onto this man’s hands and feet. For 10 points, Giovanni Bellini painted the ecstasy of what saint, who was often depicted receiving  stigmata?",Saint Francis,Fine Arts,10
"A woman from this family is conjectured to be the model of a lady who holds the neck of a unicorn in a painting by Luca Longhi. Pietro Aretino warned one artist to beware this family’s “flattery” when working with them; that artist painted his first version of Danaë for a member of this family before sending a later version to Philip II. A member of this family sits in a chair, his hand clutching the armrest, while flanked by his two grandsons in a portrait by  Titian. In a painting commissioned by this family, a white chariot pulled by two goats and a gold chariot pulled by two tigers proceed amongst revellers. That painting of Bacchus and Ariadne is part of Annibale Caracci’s The Loves of the Gods, which he painted on the vault of this family’s gallery. A classical statue of a man holding three apples behind his back is now called, for 10 points, what family’s  Hercules?",Farnese ,Fine Arts,10
"In a painting by an artist from this city, the body of Catherine of Siena lies before the papal throne as a crowd of onlookers await her canonization. He’s not Botticelli, but an artist named for this city inserted a self-portrait of himself in the far left of an Adoration of the Magi painted for this city’s church of Santa Maria dei Servi. Scenes from the life of Pius II were painted for the Piccolomini Library in Siena by an artist from this city,  Pinturicchio. An artist named for this city drew on the Dome of the Rock, the Florence Baptistery, and the Arch of Constantine to depict two arches and an octagonal temple in the background of a painting in the Sistine Chapel that depicts a scene from Matthew 16. For 10 points, identify this city which nicknames Pietro Vanucci, the painter of The  Delivery of the Keys.",Perugia ,Fine Arts,10
"One painting by this artist quotes Raphael’s portrait of Michelangelo as Heraclitus in The School of Athens for the depiction of Judas. In another painting by this artist, Mary gestures down to a large crowd of common people while Jesus sits in heaven, surrounded by golden light. In a third painting by this artist, a putto holds a sheaf of wheat and a floral crown over a large crowd as they throw the title saint into a pit. This artist, who fled Rome after eating a salad allegedly  poisoned by jealous rivals, depicted Jesus with a plate of sacramental wafers in The Communion of the Apostles. This artist of Madonna del Popolo and The Martyrdom of San Vitale painted a version of The Deposition for Perugia Cathedral that greatly influenced Peter Paul Rubens. For 15 points, name this painter from Urbino whose Counter-Reformation artwork presaged the Baroque.",Federico Barocci,Fine Arts,10
"In a painting by this artist, fifteen religious scenes are depicted in wooden circles on a trellis in a rose bush behind the Virgin Mary, who hands a set of prayer beads to Saint Dominic. In a portrait by this artist, a quote from Livy beginning “nec ulla impudica” appears on a table next to the subject, who holds a drawing of Lucretia. The subject holds his left hand to his breast while holding a small statuette in his right hand before him in this artist’s portrait of an  antiques dealer surrounded by classical statues. In another painting by this artist, Gabriel kneels on one knee and raises his right hand in a contorted L-shape as a cat leaps away, while God the Father emerges out of a cloud with his palms together as if diving towards Mary in the bottom left. For 10 points, a Portrait of Andrea Odoni and the Recanati Annunciation are by what  Venetian painter?","Lorenzo Lotto ",Fine Arts,10
"When closed, a triptych by this artist depicts white statues of St. Sebald holding a model church and St. Anne holding a small adult Mary holding the infant Christ. A water gourd and a locked wicker basket lie before the Virgin Mary, who nurses Christ, in this artist’s Rest on the Flight into Egypt. This artist included the Baptism of Christ and the Temptation of Saint Anthony on the left and right wings of his triptych of The Penitence of Saint Jerome. This artist depicted  Cerberus by the gate of a Bosch-inspired Hell in a painting where Charon ferries a soul across the river Styx. That painting exemplifies a genre developed by this artist that uses a blue-green-brown color palette to portray aerial perspective and depicts tiny figures within large spaces filled with rivers and  craggy rocks. For 10 points, name this painter who pioneered the world landscape.",Joachim Patinir,Fine Arts,10
"In 2019, a previously unknown painting of these people was suggested to be by a famous artist after his signature was found on one of these people’s hats. One artist may have parodied the pose of Leonardo’s John the Baptist in a painting where one of these people points to a man in a tree, while he himself is about to fall into a brook. In another painting, none of these people pay attention to a devotional image of the Virgin Mary hanging on a tree. A Franciscan friar talks to a wealthy  landowner on the right side of another painting of these people; in that painting, a young one of these people with a peacock feather in his cap sucks his finger, while two of these people carry pudding on an unhinged door. In that painting, a paper crown hangs on the wall above the  bride. For 10 points, name these people who Pieter Brueghel the Elder depicted at a dance and a wedding.",peasants ,Fine Arts,10
"In a painting by this artist, a ring of dark, translucent clouds surrounds a figure glowing in pink at the top of a very long staircase, where angels ascend and descend. In another painting by this artist, the head of a figure leaning to her right casts a shadow on her face and chest, making a line that points to Christ. An angel casts light on the center while figures in shadow are attacked by snakes in this artist’s Miracle of the  Bronze Serpent, which he painted for the Scuola di San Rocco. Mary intercedes before Christ in the Empyrean in an extremely-crowded painting by this artist in the Doge’s Palace. In the last year of his life, this artist painted a work for the church of San Giorgio Maggiore that is lit by only two light sources: Christ’s bright halo and a hanging  oil lamp surrounded by ghostly, translucent angels. For 10 points, name this artist of Il Paradiso and a diagonal Last Supper.",Tintoretto  ,Fine Arts,10
"Jesus administers communion to a bishop through the barred window of a prison in a panel painted for this building by Henri Bellechose. An idol falls off a red column in the background of another panel painting in this building that combines The Presentation and The Flight into Egypt. That panel is paired with another panel that combines The Annunciation and The Visitation and was painted for this building by  Melchior Broederlam. Mourners known as pleurants stand beneath Gothic arches in a funerary monument in this building in which an effigy of the deceased lies on polished black stone. Jean Malouel decorated a hexagonal sculpture in this building that depicts six prophets, including Jeremiah and a horned figure for which the group is named. For 10 points, name this  Carthusian monastery home to Claus Sluter’s Well of Moses and the tomb of Philip the Bold.",Chartreuse de Champmol ,Fine Arts,10
"Marilyn Lavin cited the forked beard of one figure in this painting as evidence that he is Ottaviano Ubaldini, the court astrologer of Ludovico Gonzaga. Another interpretation of this painting supposes that a figure dressed in red is Oddantonio da Montefeltro, the recently murdered Duke of Urbino. A common political reading of this painting identifies a seated man as John VIII Palaiologos on account of his hat’s upturned black brim. In this painting, a man in a turban faces away from the viewer towards a free-standing  Corinthian column topped with a small golden nude. Three enigmatic figures converse in this painting’s right foreground as the title action takes place in an open gallery in the left background, as Pontius Pilate looks on. For 10 points, name this painting by  Piero della Francesca that depicts a scene from the Passion of Christ.", The Flagellation of Christ,Fine Arts,10
"Charles de Tolnay argued that these figures represent the rational soul and likened them to daimons and genii. One of these figures is known only by engravings since it was destroyed by a gunpowder explosion in 1797. An oft-reproduced one of these figures arches his knee to put his foot behind his calf, revealing the tip of his genitals. Many of these figures hold ribbons or garlands of oak leaves and  acorns, and they flank scenes like the murder of Uriah and the idol of Baal depicted in bronze medallions. In the painting in which they appear, these figures sit on pedestals above the prophets and sibyls, surrounding scenes like The Drunkenness of Noah and The Separation of Light from Darkness. For 10 points, name these mysterious figures that appear throughout the ceiling of the Sistine Chapel, named for their  nakedness.",ignudi,Fine Arts,10
"An artist from this city painted a naked man stepping on a stone brick to pluck some grapes from a tree on the right side of an oil-on-copper cabinet picture depicting a scene from Ovid. In another painting from this city, a naked woman poses with one foot on a conch on a beach full of shells and bones, while a man on a flying horse fights a sea monster. Those paintings of The Golden Age and Perseus and Andromeda are by a Mannerist from this city, Joachim  Wtewael. An old woman in shadow points past a man to a woman holding a lute in a painting by an artist from this city lit only by a candle. That artist from this city earned the nickname “delle Notti” and, along with Dirck van Baburen and Hendrick ter Brugghen, imported a style that often made use of  tenebrism. For 10 points, Gerrit van Honthorst was a member of what Dutch city’s“Caravaggisti”?",Utrecht,Fine Arts,10
"This figure wears a metal anklet around her calf in a print from the series Nova Reperta. This figure reclines, holding a bearded head, at the bottom of the title page of a work by Abraham Ortelius. Captives kidnapped by Martin Frobisher stand in the corners below this figure, who leans on a club between a goat and a civet, in an engraving by Marcus Gheerearts. This figure sits up on a hammock before a man with a  flagpole in a design by Johannes Stradanus. Adriaen Collaert depicted this figure wearing a feathered headdress and sitting on a giant armadillo. Early modern depictions of this figure portrayed her as a highly-sexualized naked woman, often accompanied by cannibals. For 10 points, name this allegorical figure who was included in depictions of The Four  Continents after the discovery of the New World.",America,Fine Arts,10
"This artist implored his fellow artists to wear only silk so that their work would not be contaminated by particles of lint. A portrait by this artist of a woman in a large white bonnet includes the inscription ‘Virtutis Amore,’ which may be an anagram for its sitter. In another portrait by this artist, two cherries are attached to the right ear of the subject, whose garments are embroidered with black outlines of leaves and roses. In that portrait by this artist, the subject wears a large  brooch depicting a bird feeding its chicks with blood from its breast. This artist often used watercolor on vellum for a kind of painting he described in his treatise The Art of Limning. The subject wears a phoenix jewel in one of two portraits by this artist that show her wearing pearls and a puffy dress. For 10 points, name this miniaturist who painted the  Pelican Portrait of Elizabeth I.",Nicholas Hilliard,Fine Arts,10
