question,answer,category,difficulty
"Jay Prosser argued that this thinker’s “transgendered investment” is exemplified by the book Tendencies. An essay by this thinker recalls an activist saying, “What would we know then that we don't already know?”when asked if a conspiracy is true, and contrasts a “strong theory” of “negative affects” with a view seen as“merely reformist.” This thinker interpreted the behavior of Sparkish and Pinchwife in The Country Wife, and Bradley and Eugene’s competition for Lizzie in Our Mutual Friend, as “erotic triangles.” This critic, who contrasted  “paranoid” and “reparative” readings, discussed “the unspeakable” and a type of “male panic” in an essay on Henry James’s “The Beast in the Jungle.” This author of Between Men analyzed John Claggart’s attraction to Billy Budd in a book that popularized the term “homosocial.” For 10 points, name this queer theorist who wrote Epistemology of the Closet.",Eve Kosofsky Sedgwick ,Literature,9
"The 29th of Terrance Hayes’ American Sonnets for My Past and Future Assassin opens by mentioning the last line of this poem, which he contrasts with the last line of Ruth Stone’s “A Moment.” A Mark Doty interview about this poem notes a translation from the collection Ahead of All Parting preserved its “sonnetness.” A response to this poem imagines waking and finding one’s shadow “replaced / by a black wolf” and calls the body “more than / a portion of night — sealed / with bruises.” This poem, which opens the collection  New Poems, 1908: The Other Part, contrasts a “dark center where procreation flared” with “a lamp …now turned to low  gleams in all its power” in a translation by Stephen Mitchell. This thing-poem opens, “We cannot know his legendary head / with eyes like ripening fruit.” For 10 points, the command “You must change your life” ends what Rainer Maria Rilke poem about a statue?",“Archaic Torso of Apollo”  ,Literature,9
"An author with this first name wrote a novel about a brewer’s son who falls in with the hunchbacked Putricides and the seductive Princess di Ticonderoga. In a novel by an author with this first name, a man gives a speech that claims, “We have no need of other worlds. We need mirrors.” An author with this first name wrote a novel in which Zip succumbs to the soma-like Murti-Bing pill amid a Chinese invasion. The first chapter of  The Captive Mind discusses that novel by an author nicknamed “Witkacy”  with this first name, titled Insatiability. An author with this first name wrote a novel whose protagonist arrives at a research site after the suicide of Gibarian, where he meets Snaut, Sartorius, and a copy of his dead wife. In that novel, Kris Kelvin investigates a sentient ocean on the title planet. For 10 points, give this first name of the Polish author of Solaris.",Stanisław ,Literature,9
"Toni Morrison wrote that “you only have to cooperate, be silent, agree, and obey until the blood of ” to “win fascism” in an essay whose title mentions this character second. A retelling opens with this character moving into an abandoned train station after being captured in the desert. Jane Chance argued that a certain text should be viewed as a three-part structure due to an event involving this woman, which contrasts with an earlier essay that argues for a two-part structure based on  youth and age. The Marine veteran protagonist of The Mere Wife is based on this character, who refuses the role of “peace-weaver” and is called a “sea-wolf.” This character is called “aglæcwif”  or, in Seamus Heaney’s translation,“monstrous hell-bride,” in an epic in which she kills Aeschere and proves invulnerable to the sword Hrunting. For 10 points, identify this character who seeks revenge against Beowulf for killing her son.",Grendel’s mother  ,Literature,9
"This author recalled praising the moss in a Scottish garden but learning that its owner wanted to scrape it off. This author quoted a jailer’s song by William Ainsworth in a story about the Tower of London’s history. This author, who succeeded Lafcadio Hearn in a post teaching English literature, fictionalized Hearn’s departure in a novel about a student fascinated by Thomas Browne. The collection Ten Nights’ Dreams is by this author, whose reminiscences on an unpleasant stay in the U.K. are quoted in Donald Keene’s essay “The  Japanese Idea of Beauty.” In a novel by this author of Sanshirō, Sensei’s letter reveals that K killed himself when Sensei married Shizu. Opula Goldfield and Avalon Coldmoon’s courtship is witnessed by a character created by this author who pretentiously calls himself “wagahai” and drowns in a rain barrel. For 10 points, name this author of Kokoro and I Am a Cat.",Natsume Sōseki ,Literature,9
"A touring company from this country led by a “Theatre Duke” emphasized historical accuracy and was known for its choreographed crowd scenes. In 1895, amid their rivalry, Sarah Bernhardt and Eleonora Duse starred simultaneously and across the street in the same play from this country, as a woman who refuses to marry her father’s chosen suitor and leaves home to become a famous actress. A “thieves’ comedy” from this country is about a scheming  washerwoman who is questioned, but never arrested, for stealing firewood and the title article of clothing. A naturalist playwright from this country wrote Before Dawn, Hannele, and a play in which a stray bullet kills Old Hilse amid a workers’ revolt against the exploitative mill owner Dreissiger. For 10 points, name this home country of the author of The Beaver Coat and The Weavers, Gerhart Hauptmann.","Germany  ",Literature,9
"The speaker is told to “Pick a path and keep walking” to find one of these places in a poem by Harivansh Rai Bachchan whose 135 quatrains each end by mentioning one of them. In a poetic motif critiquing orthodoxy, men flock to one of these places called the kharabat. These places, which provide the characteristic setting of many khamriyyat by Abu Nuwas, were often contrasted with gardens in Urdu ghazals. Angels knead the “clay of Adam” after “knocking” on the door of one of these places in a poem that titles Robert Bly’s book of 30 translations of Hafez. A voice cries,  “Awake, my Little ones,” within one of these places, outside which figures reply, “Open then the Door,” in the second and third rubai of Omar Khayyam, exemplifying a theme of contrasting the holy mosque with these secular places. For 10 points, Islamic poets often wrote of flouting a religious ban by visiting what establishments?",taverns ,Literature,9
"A woman with this first name struggles to choose between Reverend Boyer and the libertine Major Sanford before dying in childbirth in a 1797 novel inspired by a stillbirth, Hannah Webster Foster’s The Coquette. A woman with this name who feels a “maternal love” wrought into “frenzy” after eavesdropping on two people from a closet was based on an account by John Rankin. A passage describes a woman with this name on a “huge green fragment” whose “shoes are gone—her  stockings cut from her feet—while blood marked every step.” After an evil man is shot, a woman with this name takes him to a Quaker settlement, where he has a moral awakening. That woman with this name reunites with her husband George Harris after she and her son cross the icy Ohio River. For 10 points, give this name of a female slave who escapes north in Uncle Tom’s Cabin.",Eliza ,Literature,9
"A maker of these objects is insulted at a shoemaker’s dinner, and then haunted by visions in a drunken dream, in an Alexander Pushkin story. After making one of these objects, the protagonist of another story is reminded by his wife of their past sitting under the willows and their baby who died fifty years earlier, but he remembers neither. A philosopher visits one of these objects to pray for three nights, once causing it to fly, in  Nikolai Gogol’s story “Viy.” Before dying, an antisemitic maker of these objects gifts an instrument to his klezmer bandmate in Anton Chekhov’s story “Rothschild’s Fiddle.” Late in “The Overcoat,” Akaky’s landlady is told to order a cheap pine one of these objects for him. For 10 points, the length of what sort of container implicitly gives the answer of “six feet” to the title question of Leo Tolstoy’s story “How Much Land Does a Man Need?”",coffins  ,Literature,9
"These animals are used to deduce corollaries about the Creator’s wisdom and “exuberant goodness” in a letter nicknamed for them that its author wrote to the Royal Society as a teenager. The speaker sees these animals on a “mildewed day / in latter August” and recalls watching one die “as a small boy / on Windsor March” in a poem by that author’s descendant, Robert Lowell. A text likens the inability of these animals to stop a falling  rock to the idea that the audience’s “righteousness” cannot “uphold” them. That speech uses an image involving these “loathsome” animals to illustrate how someone who “abhors you” has nonetheless kept you from the “great furnace.” For 10 points, the image of God dangling mankind “over the pit of hell” is likened to what animal being held over a fire in Jonathan Edwards’s sermon “Sinners in the Hands of an Angry God?”",spiders  ,Literature,9
"A poem set during this conflict envisions a nation that “was a taut, dry drum-head / Daily beating a dull thud” before describing it as “made of petals and bullets / Unique, alive, asleep — resounding.” The image of“Jackals that the jackals would despise” appears in a poem set during this conflict that opens, “You are going to ask: and where are the lilacs? and the poppy-petaled metaphysics?” A poem inspired by this conflict instructs, “lower your voice, the song of the syllables” before concluding,  “Go out, children of the world, go look for her!” A poem which warns this conflict will bring about an “age of concave temples” is partly titled “Take This Cup From Me.” A poem set during this conflict ends with the line “Come and see the blood in the streets!” and is titled “I’m Explaining a Few Things.” For 10 points, name this war during which Federico García Lorca was assassinated.","Spanish Civil War  ",Literature,9
"In a passage by this author, a boy lists “Achilles Ajax Agamemnon” after failing to ice skate like the Rover Boys. A passage by this author about a Pennsylvania church is often interrupted by the question “who were the Molly Maguires?” A novel by this author includes interludes that reference this author’s time at Choate, Harvard, and the Norton-Harjes Brigade. A passage by this author laments, “they have clubbed us off the streets they are stronger they are rich” and ends, “we stand  defeated America.” A set of 51 cinema-inspired passages by this author includes a response to the Sacco and Vanzetti trial that concludes, “all right we are two nations.” This author included biographies, “Newsreels,” and stream-of-consciousness “Camera Eye” sections in a series that includes The Big Money and The 42nd Parallel. For 10 points, name this author of the U.S.A. Trilogy.",John Dos Passos ,Literature,9
"In a play, a woman of this profession overflows a faulty toilet by taking a “number two” while visiting two ex-colleagues for the first time in 38 years. Hazel and Robin, retirees of this profession, tend to their cows in post-apocalypse England in Lucy Kirkwood’s play The Children. A man of this profession notes the “familiar gravel and tug at the familiar bell-pull” at the home of a colleague who vows not to discuss politics. A play about this profession “must be paradoxical,” per a set of  “21 Points” appended to it. A man of this profession hallucinates King Solomon while in Les Cerisiers, where two spies fake the delusion that they have this profession. The spirits of two men of this profession discuss their meeting with Margrethe in the title city in Michael Frayn’s play Copenhagen. For 10 points, name this title profession of a play set in an asylum by Friedrich Dürrenmatt.",physicist ,Literature,9
"A character with this first name describes progress as a woman and a dog walking a beach in a play that ends with a Q&A and an audience member picking the winner of a debate. In another play, a character with this name meets a graduate of the “Woodrow Wilson School of International Bullshit” at an event in Manchester, New Hampshire. A playwright with this first name recounts traveling the country at 15 to give speeches at American Legion halls in the play What the Constitution Means to Me. A play opens with a  lecture by a woman of this name at Columbia before flashing back to a high school dance that she attends with her friend Susan. In that play, a woman with this name attends a Eugene McCarthy rally, where she falls for the smug lawyer Scoop Rosenbaum. For 10 points, give this name of an art historian whose “Chronicles” title a Wendy Wasserstein play.",Heidi ,Literature,9
